,Day,Month,Year,District,Price (billion VND),Area (m2),Property Type,Floors,Bathrooms,Entrance (m2),Bedrooms,Living Rooms,Law Document,Latitude,Longitude
23633,7,6,2022,hoàn kiếm,130.0,220.0,nhà phố dự án,,,,,,Yes,21.0329432,105.8528824
23634,5,6,2022,cầu giấy,14.6,50.0,nhà phố dự án,5.0,5.0,12.5,6.0,1.0,Yes,21.0397291,105.8035996
23635,8,6,2022,cầu giấy,138.0,230.0,nhà phố dự án,9.0,9.0,,9.0,9.0,Yes,21.0081496,105.8011438
23636,8,6,2022,mê linh,0.5,250.0,nhà phố dự án,,,,,,Not provided,21.1601408,105.7380511
23637,8,6,2022,hà đông,0.218,129.0,nhà phố dự án,,,60.0,,,Yes,20.9528073,105.7850022
23638,8,6,2022,hà đông,12.7,65.0,nhà phố dự án,3.0,,17.5,,,Yes,20.9699557,105.7798664
23639,9,6,2022,ba đình,8.0,45.0,nhà phố dự án,6.0,8.0,17.5,8.0,1.0,Yes,21.0481575,105.8481698
23640,21,6,2022,hà đông,34.5,129.0,nhà phố dự án,6.0,,60.0,,,Yes,20.955835,105.7563658
23641,22,6,2022,hà đông,34.5,129.0,nhà phố dự án,6.0,,60.0,,,Yes,20.9528073,105.7850022
23642,22,6,2022,hoàng mai,20.279,120.0,nhà phố dự án,,,,,,Yes,20.988908,105.8777537
23643,22,6,2022,,3.5,80.0,nhà phố dự án,,,,,,Not provided,21.0462774,105.7882601
23644,22,6,2022,thanh xuân,8.58,180.0,nhà phố dự án,,3.0,10.0,4.0,1.0,Yes,20.9981973,105.8127529
23645,23,6,2022,ba đình,16.5,45.0,nhà phố dự án,6.0,5.0,17.5,5.0,1.0,Yes,21.0316443,105.8246266
23646,25,6,2022,cầu giấy,1.99,,nhà phố dự án,,2.0,,2.0,1.0,Yes,21.0171556,105.7881496
23647,25,6,2022,đống đa,13.8,48.0,nhà phố dự án,,,,,,Yes,21.0217391,105.8297637
23648,25,6,2022,tây hồ,21.0,300.0,nhà phố dự án,3.0,,60.0,,,Yes,21.0737419,105.8105351
23649,28,6,2022,cầu giấy,11.5,60.0,nhà phố dự án,6.0,4.0,,4.0,1.0,Yes,21.0414696,105.7772481
23650,28,6,2022,gia lâm,4.5,52.0,nhà phố dự án,,,,,,Yes,21.02892142871456,105.96203310688476
23651,29,6,2022,ba đình,40.0,82.0,nhà phố dự án,1.0,,17.5,,1.0,Yes,21.0270609,105.8194896
23652,28,6,2022,hà đông,0.34,129.0,nhà phố dự án,6.0,,40.0,,,Yes,20.955835,105.7563658
23653,29,6,2022,cầu giấy,14.0,58.0,nhà phố dự án,5.0,,12.5,,,Yes,21.0218044,105.790872
23654,29,6,2022,cầu giấy,9.5,98.0,nhà phố dự án,3.0,,2.0,4.0,1.0,Yes,21.0310189,105.8005075
23655,29,6,2022,cầu giấy,9.9,100.0,nhà phố dự án,4.0,,3.0,,,Yes,21.0362368,105.7905825
23656,11,7,2022,ba đình,12.0,66.0,nhà phố dự án,3.0,,12.5,,,Yes,21.032162,105.8270073
23657,11,7,2022,cầu giấy,17.8,60.0,nhà phố dự án,,,,,,Yes,21.022074,105.790663
23658,11,7,2022,hoàng mai,13.0,60.0,nhà phố dự án,4.0,4.0,7.0,4.0,1.0,Yes,20.9837203,105.8455306
23659,12,7,2022,đống đa,5.0,25.0,nhà phố dự án,5.0,,3.0,3.0,,Yes,10.876248,106.660338
23660,12,7,2022,hoàng mai,5.5,52.0,nhà phố dự án,4.0,,,4.0,,Not provided,10.876248,106.660338
23661,13,7,2022,tây hồ,15.0,76.0,nhà phố dự án,5.0,6.0,17.5,4.0,2.0,Yes,21.0651936,105.8055728
23662,13,7,2022,thanh xuân,25.8,68.0,nhà phố dự án,9.0,,10.0,3.0,,Yes,20.9985157,105.8031584
23663,21,7,2022,thanh xuân,6.45,45.0,nhà phố dự án,6.0,,3.0,9.0,,Yes,10.876248,106.660338
23664,21,7,2022,thanh xuân,3.49,98.0,nhà phố dự án,,2.0,12.5,3.0,1.0,Yes,20.9975893,105.8044474
23665,23,7,2022,thanh trì,19.8,90.0,nhà phố dự án,4.0,4.0,25.0,4.0,1.0,Yes,20.9461418,105.8554513
23666,22,7,2022,hà đông,5.6,40.0,nhà phố dự án,4.0,3.0,,3.0,1.0,Yes,10.876248,106.660338
23667,24,7,2022,hà đông,8.0,50.0,nhà phố dự án,5.0,4.0,,4.0,1.0,Yes,10.876248,106.660338
23668,25,7,2022,hoàng mai,20.286,120.0,nhà phố dự án,,,,,,Not provided,20.988908,105.8777537
23669,25,7,2022,cầu giấy,4.0,225.0,nhà phố dự án,5.0,4.0,2.0,6.0,1.0,Yes,10.876248,106.660338
23670,25,7,2022,hà đông,12.4,60.0,nhà phố dự án,4.0,4.0,25.0,4.0,1.0,Yes,20.982678417894462,105.77111758032228
23671,5,8,2022,thanh xuân,5.65,44.0,nhà phố dự án,,,3.0,9.0,,Yes,20.9911419,105.8393734
23672,7,8,2022,,9.5,50.0,nhà phố dự án,4.0,4.0,12.5,4.0,1.0,Yes,20.9946755,105.790377
23673,5,8,2022,ba đình,29.0,72.0,nhà phố dự án,5.0,6.0,5.0,4.0,1.0,Yes,21.0300655,105.8226591
23674,8,8,2022,hà đông,8.19,55.0,nhà phố dự án,4.0,4.0,25.0,4.0,1.0,Yes,20.9685829,105.779849
23675,5,8,2022,hà đông,16.0,90.0,nhà phố dự án,5.0,4.0,40.0,4.0,1.0,Yes,20.958069562050568,105.76859120000002
23676,8,8,2022,thanh xuân,22.0,120.0,nhà phố dự án,8.0,,17.5,14.0,1.0,Yes,20.9875545,105.8135338
23677,9,8,2022,cầu giấy,9.5,56.0,nhà phố dự án,5.0,,,,,Yes,10.876248,106.660338
23678,9,8,2022,cầu giấy,9.55,83.0,nhà phố dự án,5.0,,6.0,13.0,,Yes,10.876248,106.660338
23679,19,8,2022,hà đông,8.4,40.0,nhà phố dự án,5.0,4.0,8.0,5.0,1.0,Yes,20.9824402,105.7879358
23680,19,8,2022,đống đa,15.0,77.0,nhà phố dự án,2.0,,17.5,,,Yes,21.0278358,105.8247636
23681,18,8,2022,hà đông,10.8,54.0,nhà phố dự án,5.0,4.0,12.5,4.0,1.0,Yes,20.9636429,105.7776653
23682,19,8,2022,cầu giấy,1.25,57.0,nhà phố dự án,,1.0,12.5,2.0,1.0,Yes,21.0379862,105.7737345
23683,19,8,2022,thanh xuân,38.0,185.0,nhà phố dự án,4.0,6.0,17.5,6.0,2.0,Yes,20.9989242,105.8218287
23684,21,8,2022,long biên,5.3,55.0,nhà phố dự án,5.0,,5.0,,,Yes,21.0277644,105.8341598
23685,20,8,2022,hà đông,9.5,44.0,nhà phố dự án,6.0,5.0,10.0,5.0,1.0,Yes,20.9798986,105.7872932
23686,21,8,2022,hà đông,7.2,51.0,nhà phố dự án,4.0,4.0,8.0,4.0,1.0,Yes,20.968913798773936,105.77948016190184
23687,21,8,2022,hà đông,7.5,50.0,nhà phố dự án,4.0,4.0,5.0,4.0,1.0,Yes,20.9833749,105.7835348
23688,29,8,2022,hà đông,9.0,50.0,nhà phố dự án,5.0,5.0,5.0,4.0,1.0,Yes,20.9858993,105.7838371
23689,29,8,2022,thanh xuân,17.6,54.0,nhà phố dự án,5.0,5.0,12.5,6.0,1.0,Yes,21.0005603,105.8029176
23690,29,8,2022,hà đông,0.11,55.0,nhà phố dự án,5.0,5.0,8.0,4.0,1.0,Yes,20.9753273,105.7893861
23691,29,8,2022,,6.95,42.0,nhà phố dự án,4.0,4.0,6.0,4.0,1.0,Yes,20.9946755,105.790377
23692,30,8,2022,hà đông,7.2,54.0,nhà phố dự án,5.0,5.0,7.0,5.0,1.0,Yes,20.9708389,105.7663272
23693,30,8,2022,thanh xuân,6.0,76.0,nhà phố dự án,,,4.0,6.0,,Yes,21.0277644,105.8341598
23694,30,8,2022,đống đa,6.2,55.0,nhà phố dự án,4.0,,4.0,5.0,,Yes,21.0277644,105.8341598
23695,30,8,2022,cầu giấy,6.88,53.0,nhà phố dự án,5.0,,3.0,9.0,,Yes,21.0319529,105.7995321
23696,8,9,2022,long biên,4.75,52.0,nhà phố dự án,5.0,,3.0,,,Yes,21.05390307034976,105.86886983173827
23697,6,9,2022,hà đông,34.5,129.0,nhà phố dự án,7.0,,60.0,,,Yes,20.955835,105.7563658
23698,8,9,2022,hà đông,11.1,80.0,nhà phố dự án,4.0,3.0,9.0,4.0,1.0,Not provided,20.9790672,105.7455337
23699,7,9,2022,đống đa,9.0,81.0,nhà phố dự án,4.0,,25.0,,,Yes,21.0051773,105.8334217
23700,9,9,2022,,45.0,155.0,nhà phố dự án,8.0,,17.5,28.0,,Yes,21.0713471,105.7932944
23701,12,9,2022,thanh xuân,17.0,80.0,nhà phố dự án,8.0,15.0,6.0,15.0,15.0,Yes,20.9935065,105.8317399
23702,12,9,2022,hà đông,8.5,45.0,nhà phố dự án,4.0,4.0,6.0,4.0,1.0,Yes,20.983414969380874,105.78877047199707
23703,12,9,2022,thanh xuân,17.5,82.0,nhà phố dự án,8.0,15.0,6.0,15.0,15.0,Yes,20.9941877,105.8311264
23704,12,9,2022,thanh xuân,5.0,120.0,nhà phố dự án,3.0,3.0,5.0,2.0,1.0,Yes,20.9929685,105.8365897
23705,12,9,2022,thanh xuân,6.49,65.0,nhà phố dự án,6.0,6.0,3.0,7.0,1.0,Yes,20.9959819,105.8097244
23706,12,9,2022,đống đa,23.5,90.0,nhà phố dự án,8.0,8.0,5.0,2.0,1.0,Yes,21.0129882,105.820014
23707,13,9,2022,long biên,18.0,80.0,nhà phố dự án,5.0,5.0,,5.0,1.0,Yes,10.8019128,106.7647475
23708,13,9,2022,long biên,6.88,55.0,nhà phố dự án,3.0,3.0,5.0,4.0,1.0,Yes,21.0597041,105.8962972
23709,16,9,2022,tây hồ,12.0,60.0,nhà phố dự án,9.0,9.0,7.0,6.0,1.0,Yes,10.876248,106.660338
23710,16,9,2022,thanh xuân,38.0,110.0,nhà phố dự án,2.0,,25.0,,,Yes,20.9897,105.8004293
23711,16,9,2022,long biên,46.5,185.0,nhà phố dự án,5.0,,40.0,,,Yes,21.0495394,105.8834124
23712,16,9,2022,thanh xuân,22.7,141.0,nhà phố dự án,1.0,,5.0,2.0,,Yes,21.0005488,105.8276308
23713,16,9,2022,,18.0,105.0,nhà phố dự án,8.0,,,21.0,,Yes,21.0183406,105.7764782
23714,16,9,2022,cầu giấy,55.0,160.0,nhà phố dự án,12.0,,17.5,45.0,,Yes,21.0370034,105.8017208
23715,16,9,2022,tây hồ,62.0,240.0,nhà phố dự án,7.0,,,26.0,,Yes,21.0677981,105.8219647
23716,16,9,2022,đống đa,27.0,100.0,nhà phố dự án,3.0,,17.5,4.0,,Yes,21.0248712,105.8328825
23717,16,9,2022,đống đa,16.0,60.0,nhà phố dự án,4.0,,,,,Yes,21.0082189,105.8237484
23718,22,9,2022,ba đình,14.5,53.0,nhà phố dự án,,,,,,Not provided,21.0323732,105.8095708
23719,23,9,2022,long biên,25.0,79.0,nhà phố dự án,5.0,,17.5,,,Yes,21.0378447,105.8769363
23720,23,9,2022,cầu giấy,13.5,60.0,nhà phố dự án,7.0,,,6.0,1.0,Yes,10.8019128,106.7647475
23721,23,9,2022,,3.0,41.0,nhà phố dự án,4.0,3.0,,3.0,1.0,Yes,21.0088528,105.7439194
23722,24,9,2022,hà đông,4.75,53.0,nhà phố dự án,5.0,3.0,3.0,4.0,1.0,Yes,20.9656986,105.7826383
23723,24,9,2022,cầu giấy,3.6,33.0,nhà phố dự án,4.0,3.0,,4.0,1.0,Yes,21.033389,105.7788167
23724,24,9,2022,cầu giấy,4.5,45.0,nhà phố dự án,4.0,3.0,,5.0,1.0,Yes,21.0319529,105.7995321
23725,29,9,2022,tây hồ,67.0,240.0,nhà phố dự án,3.0,2.0,17.5,2.0,1.0,Yes,21.0633915,105.8070114
23726,29,9,2022,thanh xuân,14.0,47.0,nhà phố dự án,2.0,3.0,,4.0,,Yes,20.9887356,105.8187558
23727,29,9,2022,đống đa,4.4,35.0,nhà phố dự án,5.0,3.0,,3.0,2.0,Yes,21.0116377,105.8100371
23728,30,9,2022,tây hồ,5.8,51.0,nhà phố dự án,4.0,3.0,,4.0,1.0,Yes,21.0409346,105.824202
23729,30,9,2022,thanh xuân,12.0,61.0,nhà phố dự án,2.0,,9.0,,,Yes,20.9929685,105.8365897
23730,1,10,2022,thanh xuân,15.5,33.0,nhà phố dự án,5.0,3.0,,3.0,,Yes,21.0012554,105.8137407
23731,2,10,2022,tây hồ,6.0,44.0,nhà phố dự án,4.0,6.0,10.0,4.0,1.0,Yes,21.0636951,105.8356886
23732,1,10,2022,long biên,18.0,81.0,nhà phố dự án,5.0,,25.0,,,Yes,21.0435884,105.8719571
23733,9,10,2022,,4.0,41.0,nhà phố dự án,4.0,3.0,3.0,5.0,1.0,Yes,21.0113847,105.7719165
23734,9,10,2022,ba đình,7.0,55.0,nhà phố dự án,5.0,,,,,Yes,21.020889,105.8158204
23735,10,10,2022,cầu giấy,5.0,50.0,nhà phố dự án,4.0,,,,,Not provided,21.00718846778665,105.79540127246094
23736,9,10,2022,đống đa,6.0,51.0,nhà phố dự án,,,,,,Yes,21.004722,105.8220581
23737,9,10,2022,đống đa,6.0,52.0,nhà phố dự án,,,,,,Yes,21.0153717,105.8128851
23738,10,10,2022,tây hồ,6.0,52.0,nhà phố dự án,,,,,,Yes,21.048175664980395,105.81432691738284
23739,10,10,2022,long biên,6.0,72.0,nhà phố dự án,,,8.0,,,Yes,21.0718162,105.9004328
23740,11,10,2022,long biên,19.0,150.0,nhà phố dự án,4.0,,12.5,,,Yes,21.0348453,105.9127108
23741,27,10,2022,cầu giấy,4.0,33.0,nhà phố dự án,4.0,,6.0,5.0,,Yes,21.0362368,105.7905825
23742,27,10,2022,long biên,13.0,91.0,nhà phố dự án,5.0,,10.0,,,Yes,21.0371784,105.8730678
23743,27,10,2022,long biên,8.6,130.0,nhà phố dự án,3.0,,17.5,,,Yes,21.0294886,105.8982686
23744,27,10,2022,hai bà trưng,143.0,135.0,nhà phố dự án,5.0,20.0,12.5,16.0,2.0,Yes,21.014855,105.8504718
23745,27,10,2022,đống đa,0.6,44.0,nhà phố dự án,2.0,,8.0,,,Yes,21.01018615739681,105.83783216085206
23746,28,10,2022,gia lâm,4.95,72.0,nhà phố dự án,,,,,,Yes,21.079044,105.9200531
23747,29,10,2022,long biên,11.9,110.0,nhà phố dự án,5.0,,8.0,,,Yes,21.0186765,105.884813
23748,9,11,2022,long biên,250.0,1000.0,nhà phố dự án,1.0,,,,,Yes,21.0435884,105.8719571
23749,11,11,2022,long biên,29.8,600.0,nhà phố dự án,,5.0,40.0,5.0,1.0,Yes,21.0448412,105.8686635
23750,15,11,2022,long biên,18.0,80.0,nhà phố dự án,5.0,,12.5,,,Yes,21.0404889,105.8735636
23751,16,11,2022,cầu giấy,5.1,47.0,nhà phố dự án,4.0,4.0,,4.0,1.0,Yes,21.0139586,105.7970965
23752,16,11,2022,long biên,32.0,350.0,nhà phố dự án,4.0,6.0,,6.0,1.0,Yes,10.8019128,106.7647475
23753,16,11,2022,,6.6,66.0,nhà phố dự án,4.0,5.0,3.0,5.0,1.0,Yes,21.0279571,105.771796
23754,18,11,2022,hai bà trưng,46.8,102.0,nhà phố dự án,5.0,5.0,40.0,5.0,1.0,Yes,21.0182777,105.8516007
23755,13,11,2022,long biên,8.0,,nhà phố dự án,6.0,,8.0,,,Yes,21.0421747,105.9028652
23756,2,12,2022,tây hồ,12.0,60.0,nhà phố dự án,9.0,7.0,,5.0,1.0,Yes,21.0764202,105.8260943
23757,2,12,2022,tây hồ,14.0,60.0,nhà phố dự án,5.0,4.0,25.0,4.0,1.0,Yes,21.0539878,105.8399501
23758,3,12,2022,thanh xuân,18.5,60.0,nhà phố dự án,6.0,,,,,Yes,21.0068271,105.8152396
23759,3,12,2022,long biên,14.0,80.0,nhà phố dự án,3.0,,25.0,,,Yes,21.0448412,105.8686635
23760,3,12,2022,hà đông,7.4,45.0,nhà phố dự án,5.0,5.0,12.5,4.0,1.0,Yes,10.876248,106.660338
23761,3,12,2022,thanh xuân,15.5,51.0,nhà phố dự án,4.0,4.0,10.0,4.0,1.0,Yes,20.993927,105.8314531
23762,5,12,2022,hai bà trưng,8.0,90.0,nhà phố dự án,,,,,,Not provided,21.014855,105.8504718
23763,5,12,2022,hai bà trưng,37.0,92.0,nhà phố dự án,4.0,,,,1.0,Yes,10.8019128,106.7647475
23764,3,12,2022,hai bà trưng,4.2,50.0,nhà phố dự án,,,,,,Not provided,21.0118395,105.8650851
23765,6,12,2022,hoàng mai,3.2,33.0,nhà phố dự án,,,,,,Not provided,20.9892354,105.8745359
23766,13,1,2023,hai bà trưng,26.0,160.0,nhà phố dự án,,,4.0,,,Yes,21.002258528659713,105.84502138623047
23767,10,1,2023,tây hồ,66.0,189.0,nhà phố dự án,3.0,4.0,25.0,4.0,1.0,Yes,21.0539773,105.8106837
23768,15,1,2023,ba đình,10.0,46.0,nhà phố dự án,5.0,5.0,17.5,4.0,1.0,Yes,21.0353765,105.8204872
23769,15,1,2023,,15.0,37.0,nhà phố dự án,4.0,3.0,40.0,4.0,,Yes,21.0344536,105.7658695
23770,27,1,2023,long biên,15.0,50.0,nhà phố dự án,7.0,,17.5,,,Yes,21.0378447,105.8769363
23771,31,1,2023,long biên,11.0,55.0,nhà phố dự án,4.0,4.0,,4.0,1.0,Yes,10.8019128,106.7647475
23772,19,1,2023,gia lâm,1.4,50.0,nhà phố dự án,,1.0,12.5,1.0,1.0,Yes,21.0078386,105.9376756
23773,2,2,2023,hoàng mai,17.5,110.0,nhà phố dự án,,,,,,Yes,20.9739692,105.8216911
23774,29,1,2023,hoàng mai,3.0,70.0,nhà phố dự án,1.0,,,,1.0,Yes,10.8019128,106.7647475
23775,12,2,2023,đống đa,6.35,45.0,nhà phố dự án,5.0,,5.0,9.0,,Not provided,21.0180725,105.8299495
23776,12,2,2023,đống đa,7.9,38.0,nhà phố dự án,5.0,,,,,Yes,21.0030438,105.8282959
23777,12,2,2023,đống đa,6.3,43.0,nhà phố dự án,5.0,,,9.0,,Not provided,21.0180725,105.8299495
23778,14,2,2023,cầu giấy,16.5,68.0,nhà phố dự án,5.0,6.0,25.0,,6.0,Yes,21.0462978,105.7994211
23779,15,2,2023,thanh xuân,2.7,90.0,nhà phố dự án,,2.0,12.5,2.0,1.0,Not provided,21.0046148,105.8040796
23780,16,2,2023,cầu giấy,15.0,60.0,nhà phố dự án,7.0,7.0,17.5,4.0,1.0,Yes,21.0397291,105.8035996
23781,22,2,2023,cầu giấy,15.0,50.0,nhà phố dự án,4.0,,,,,Yes,21.0466919,105.7814725
23782,22,2,2023,hoàng mai,14.0,86.0,nhà phố dự án,1.0,2.0,,2.0,1.0,Yes,10.8019128,106.7647475
23783,21,2,2023,cầu giấy,25.0,88.0,nhà phố dự án,6.0,,,,,Yes,21.0106758,105.7995616
23784,22,2,2023,đống đa,22.0,68.0,nhà phố dự án,4.0,,,,,Yes,21.0145487,105.8212321
23785,22,2,2023,hoàn kiếm,48.0,60.0,nhà phố dự án,8.0,,,,,Yes,21.0229634,105.8473777
23786,22,2,2023,thanh xuân,12.0,56.0,nhà phố dự án,5.0,,,,,Yes,21.0068271,105.8152396
23787,22,2,2023,cầu giấy,21.0,43.0,nhà phố dự án,5.0,,,,,Yes,21.0081496,105.8011438
23788,3,3,2023,tây hồ,3.1,30.0,nhà phố dự án,5.0,5.0,,4.0,1.0,Yes,10.8019128,106.7647475
23789,4,3,2023,tây hồ,11.25,46.0,nhà phố dự án,5.0,5.0,8.0,5.0,5.0,Not provided,10.876248,106.660338
23790,22,2,2023,tây hồ,34.5,150.0,nhà phố dự án,4.0,,17.5,,,Yes,21.0850812,105.8170224
23791,4,3,2023,ba đình,5.3,30.0,nhà phố dự án,,5.0,25.0,4.0,1.0,Yes,21.0417308,105.8099499
23792,4,3,2023,hoàng mai,4.99,,nhà phố dự án,,,,3.0,,Not provided,10.876248,106.660338
23793,5,3,2023,hai bà trưng,6.5,50.0,nhà phố dự án,,,,,,Not provided,10.876248,106.660338
23794,6,3,2023,hai bà trưng,7.65,61.0,nhà phố dự án,,,,,,Not provided,20.9984853,105.8686635
23795,13,3,2023,hoàng mai,7.0,60.0,nhà phố dự án,5.0,4.0,,5.0,1.0,Yes,10.8019128,106.7647475
23796,6,3,2023,hoàng mai,3.3,30.0,nhà phố dự án,,,3.0,,,Yes,20.9929400991484,105.85033530426027
23797,6,3,2023,long biên,10.5,102.0,nhà phố dự án,,,6.0,,,Yes,10.876248,106.660338
23798,15,3,2023,hoàn kiếm,18.5,40.0,nhà phố dự án,9.0,24.0,,22.0,1.0,Yes,10.8019128,106.7647475
23799,14,3,2023,hai bà trưng,5.8,33.0,nhà phố dự án,5.0,,3.0,3.0,,Yes,10.876248,106.660338
23800,15,3,2023,tây hồ,8.0,45.0,nhà phố dự án,4.0,4.0,10.0,3.0,1.0,Yes,21.0552025,105.8088767
23801,15,3,2023,cầu giấy,2.2,56.0,nhà phố dự án,6.0,1.0,,2.0,,Yes,10.876248,106.660338
23802,16,3,2023,ba đình,35.0,150.0,nhà phố dự án,6.0,6.0,12.5,5.0,1.0,Yes,21.040472,105.8158945
23803,27,3,2023,thanh xuân,9.8,40.0,nhà phố dự án,8.0,4.0,7.0,4.0,1.0,Yes,20.9989203,105.821837
23804,17,3,2023,hoàn kiếm,30.0,100.0,nhà phố dự án,2.0,3.0,,3.0,1.0,Yes,10.8019128,106.7647475
23805,17,3,2023,ba đình,30.0,90.0,nhà phố dự án,2.0,3.0,,3.0,1.0,Yes,10.8019128,106.7647475
23806,25,3,2023,hoàng mai,3.55,,nhà phố dự án,,,,,,Not provided,20.983687,105.848156
23807,27,3,2023,tây hồ,11.9,50.0,nhà phố dự án,5.0,4.0,40.0,4.0,1.0,Yes,21.0663811,105.8279394
23808,27,3,2023,tây hồ,0.11,45.0,nhà phố dự án,5.0,4.0,40.0,4.0,1.0,Yes,21.063591,105.8260436
23809,28,3,2023,đống đa,4.55,34.0,nhà phố dự án,5.0,4.0,7.0,3.0,1.0,Yes,21.0153717,105.8128851
23810,28,3,2023,thanh xuân,2.95,74.0,nhà phố dự án,,2.0,,3.0,1.0,Yes,20.9925823,105.8393044
23811,10,4,2023,hoàn kiếm,66.0,55.0,nhà phố dự án,2.0,2.0,17.5,2.0,2.0,Yes,21.0288329,105.8513749
23812,11,4,2023,đống đa,88.0,185.0,nhà phố dự án,10.0,,12.5,,,Yes,21.0101897,105.8186922
23813,28,3,2023,long biên,21.5,76.0,nhà phố dự án,5.0,,,,,Yes,21.0378447,105.8769363
23814,11,4,2023,tây hồ,66.0,340.0,nhà phố dự án,5.0,5.0,17.5,8.0,1.0,Yes,21.0811211,105.8180306
23815,12,4,2023,ba đình,14.5,72.0,nhà phố dự án,5.0,,6.0,4.0,,Yes,21.0325939,105.8087418
23816,17,4,2023,đống đa,23.0,68.0,nhà phố dự án,7.0,,12.5,5.0,,Yes,21.0141774,105.8108406
23817,23,4,2023,hoàn kiếm,215.0,102.0,nhà phố dự án,,,,,,Not provided,21.0252277,105.8426071
23818,23,4,2023,cầu giấy,16.0,70.0,nhà phố dự án,6.0,,17.5,6.0,1.0,Yes,21.0379862,105.7737345
23819,25,4,2023,thanh xuân,40.0,110.0,nhà phố dự án,9.0,8.0,10.0,8.0,1.0,Yes,10.876248,106.660338
23820,26,4,2023,đống đa,3.95,38.0,nhà phố dự án,4.0,3.0,3.0,5.0,1.0,Yes,21.0042141,105.8312314
23821,26,4,2023,đống đa,10.0,55.0,nhà phố dự án,4.0,3.0,8.0,4.0,1.0,Yes,21.0169657,105.8336779
23822,27,4,2023,tây hồ,29.9,62.0,nhà phố dự án,4.0,4.0,25.0,4.0,1.0,Yes,21.0539773,105.8106837
23823,16,5,2023,tây hồ,7.5,36.0,nhà phố dự án,,,,,,Not provided,21.0811211,105.8180306
23824,16,5,2023,thanh xuân,9.8,55.0,nhà phố dự án,5.0,,6.0,5.0,1.0,Yes,21.0277644,105.8341598
23825,16,5,2023,tây hồ,38.0,190.0,nhà phố dự án,4.0,,12.5,8.0,,Yes,21.046133,105.8246266
23826,17,5,2023,tây hồ,6.5,43.0,nhà phố dự án,,,,,,Not provided,21.0596756,105.8040796
23827,23,5,2023,tây hồ,0.15,110.0,nhà phố dự án,,,,,,Yes,21.0811211,105.8180306
23828,16,5,2023,đống đa,10.8,58.0,nhà phố dự án,4.0,,8.0,4.0,,Yes,21.0082189,105.8237382
23829,17,5,2023,thanh xuân,11.6,58.0,nhà phố dự án,5.0,,6.0,5.0,,Yes,21.0277644,105.8341598
23830,23,5,2023,cầu giấy,12.0,50.0,nhà phố dự án,4.0,,8.0,4.0,,Yes,21.0139586,105.7970965
23831,17,5,2023,cầu giấy,10.2,60.0,nhà phố dự án,5.0,,6.0,5.0,,Yes,21.041623,105.7867329
23832,23,5,2023,cầu giấy,16.0,84.0,nhà phố dự án,2.0,,8.0,,,Yes,21.0511381,105.8079446
23833,23,5,2023,cầu giấy,26.0,75.0,nhà phố dự án,4.0,,10.0,6.0,,Not provided,21.0167121,105.788461
23834,24,5,2023,cầu giấy,26.0,85.0,nhà phố dự án,4.0,4.0,10.0,4.0,1.0,Yes,21.0441958,105.8025239
23835,24,5,2023,thanh xuân,24.0,128.0,nhà phố dự án,5.0,6.0,7.0,9.0,2.0,Yes,20.9916147,105.79988
23836,24,5,2023,cầu giấy,16.0,66.0,nhà phố dự án,5.0,,10.0,,,Yes,21.0362368,105.7905825
23837,24,5,2023,cầu giấy,15.8,58.0,nhà phố dự án,5.0,,10.0,6.0,,Yes,21.043601,105.7863759
23838,25,5,2023,,0.3,396.0,nhà phố dự án,4.0,,25.0,,,Yes,21.0658355,105.7891079
23839,24,5,2023,đống đa,2.3,100.0,nhà phố dự án,,2.0,5.0,3.0,1.0,Yes,21.0153717,105.8128851
23840,24,5,2023,cầu giấy,160.0,328.0,nhà phố dự án,13.0,50.0,10.0,50.0,50.0,Yes,21.0461038,105.7993608
23841,25,5,2023,đống đa,9.8,43.0,nhà phố dự án,5.0,,,4.0,,Yes,21.0108448,105.822425
23842,25,5,2023,tây hồ,6.0,42.0,nhà phố dự án,,,,,,Not provided,21.0811211,105.8180306
23843,11,6,2023,đống đa,5.9,48.0,nhà phố dự án,6.0,,,10.0,,Yes,21.0220022,105.8040796
23844,9,6,2023,cầu giấy,8.5,65.0,nhà phố dự án,,,,,,Not provided,21.0434461,105.7902699
23845,25,5,2023,đống đa,8.8,42.0,nhà phố dự án,4.0,,,4.0,,Not provided,21.0129882,105.820014
23846,9,6,2023,cầu giấy,25.5,85.0,nhà phố dự án,4.0,4.0,8.0,3.0,1.0,Yes,21.0376771,105.7976502
23847,9,6,2023,long biên,15.0,56.0,nhà phố dự án,5.0,4.0,12.5,6.0,1.0,Yes,21.0483649,105.8746166
23848,10,6,2023,đống đa,38.0,118.0,nhà phố dự án,6.0,6.0,8.0,6.0,1.0,Yes,21.0189994,105.8212255
23849,13,6,2023,tây hồ,7.0,48.0,nhà phố dự án,,,,,,Not provided,21.0775967,105.8174665
23850,5,7,2023,tây hồ,28.0,220.0,nhà phố dự án,1.0,1.0,3.0,1.0,,Yes,21.0641803,105.809786
23851,5,7,2023,ba đình,14.0,47.0,nhà phố dự án,6.0,4.0,10.0,4.0,1.0,Yes,21.0396435,105.8276123
23852,5,7,2023,gia lâm,9.0,96.0,nhà phố dự án,5.0,8.0,25.0,8.0,8.0,Yes,20.9852277,105.9318012
23853,13,7,2023,ba đình,107.0,216.0,nhà phố dự án,11.0,46.0,8.0,46.0,1.0,Yes,21.0323732,105.8095708
