,Day,Month,Year,District,Price (billion VND),Area (m2),Property Type,Floors,Bathrooms,Entrance (m2),Bedrooms,Living Rooms,Law Document,Latitude,Longitude
0,7,10,2024,hoàng mai,6.2,133.1,căn hộ chung cư,18.0,3.0,2.0,4.0,1.0,Yes,20.9867819,105.8527303
1,16,9,2024,,16.45,200.0,căn hộ chung cư,,,,,,Not provided,21.08615089912593,105.7907313984558
2,16,9,2024,thanh xuân,13.793,144.0,căn hộ chung cư,,3.0,,3.0,1.0,Yes,21.0056282,105.8055091
3,19,9,2024,,16.5,200.0,căn hộ chung cư,2.0,3.0,,2.0,1.0,Yes,10.8019128,106.7647475
4,23,9,2024,,5.277,80.0,căn hộ chung cư,,,,,,Not provided,21.0088528,105.7439194
5,23,9,2024,,4.3,80.0,căn hộ chung cư,,,,,,Not provided,21.0088528,105.7439194
6,20,9,2024,,5.2,80.0,căn hộ chung cư,,,,,,Not provided,21.0088528,105.7439194
7,18,9,2024,,9.5,44.0,căn hộ chung cư,6.0,13.0,7.0,13.0,1.0,Yes,21.0617212,105.7769224
8,24,9,2024,,2.9,43.0,căn hộ chung cư,,,,,,Not provided,21.0088528,105.7439194
9,7,10,2024,long biên,21.2,99.0,căn hộ chung cư,5.0,4.0,40.0,4.0,1.0,Yes,21.0651992,105.8816105
10,4,10,2024,long biên,4.7,77.0,căn hộ chung cư,21.0,2.0,40.0,2.0,1.0,Yes,21.060753872350947,105.87955056347656
11,8,10,2024,long biên,4.95,77.0,căn hộ chung cư,21.0,2.0,40.0,2.0,1.0,Yes,21.0661103,105.8812151
12,3,10,2024,đống đa,15.4,186.0,căn hộ chung cư,,,,,,Not provided,21.0208252,105.8065652
13,5,10,2024,long biên,4.9,77.0,căn hộ chung cư,15.0,2.0,40.0,2.0,1.0,Yes,21.06131455162653,105.8795934788208
14,7,10,2024,tây hồ,6.6,98.0,căn hộ chung cư,15.0,2.0,10.0,3.0,1.0,Yes,21.0838905,105.8084823
15,8,10,2024,long biên,0.68,167.0,căn hộ chung cư,21.0,3.0,40.0,4.0,2.0,Yes,21.0651992,105.8816105
16,7,7,2024,tây hồ,12.5,110.0,căn hộ chung cư,9.0,2.0,,3.0,,Yes,21.0404324,105.7974922
17,7,7,2024,tây hồ,31.0,180.7,căn hộ chung cư,,,,,,Yes,21.0722833,105.8112048
18,11,7,2024,,3.5,63.5,căn hộ chung cư,,,,,,Not provided,21.0088528,105.7439194
19,17,7,2024,,6.42,108.0,căn hộ chung cư,,,,,,Not provided,21.03890733888924,105.76099147207489
20,19,7,2024,thanh xuân,8.45,130.0,căn hộ chung cư,,,,,,Not provided,21.0042496,105.8033839
21,16,7,2024,cầu giấy,5.6,71.0,căn hộ chung cư,23.0,2.0,,2.0,1.0,Yes,21.02730120768445,105.78601717951507
22,29,7,2024,,4.3,80.0,căn hộ chung cư,,,,,,Not provided,10.876248,106.660338
23,21,7,2024,hoàng mai,0.47,107.0,căn hộ chung cư,20.0,2.0,,3.0,1.0,Yes,20.9785742,105.8236404
24,3,8,2024,,4.9,69.5,căn hộ chung cư,,,,,,Not provided,21.0279571,105.771796
25,23,7,2024,,4.5,62.0,căn hộ chung cư,,,,,,Not provided,21.0279571,105.771796
26,6,8,2024,thanh xuân,6.334,72.0,căn hộ chung cư,,2.0,,2.0,1.0,Yes,20.9967356,105.8043746
27,5,8,2024,,11.0,131.0,căn hộ chung cư,,,,,,Not provided,21.002104611873317,105.7396734631294
28,19,8,2024,,4.3,83.0,căn hộ chung cư,,,,,,Not provided,21.0506076,105.7909724
29,11,8,2024,đống đa,4.2,80.0,căn hộ chung cư,,,,,,Not provided,21.0012748,105.8393044
30,28,5,2024,,3.5,62.0,căn hộ chung cư,,,,,,Not provided,21.007768667516213,105.74060010262451
31,29,5,2024,long biên,4.1,85.0,căn hộ chung cư,,,,,,Not provided,21.0384394,105.9075486
32,29,5,2024,hà đông,2.3,65.0,căn hộ chung cư,,,,,,Not provided,20.952886336014707,105.74558787066952
33,29,5,2024,,2.6,48.0,căn hộ chung cư,,1.0,,2.0,1.0,Yes,10.876248,106.660338
34,29,5,2024,,2.35,43.0,căn hộ chung cư,,,,,,Not provided,10.769947514360409,106.69751502313997
35,30,5,2024,long biên,10.4,168.0,căn hộ chung cư,,3.0,,4.0,,Not provided,21.0651992,105.8816105
36,29,5,2024,long biên,5.4,120.0,căn hộ chung cư,,,,,,Not provided,21.0651992,105.8816105
37,3,6,2024,cầu giấy,5.8,100.0,căn hộ chung cư,,,,,,Not provided,21.0119186,105.7923534
38,3,6,2024,,4.0,80.0,căn hộ chung cư,,,,,,Not provided,21.022521130329825,105.76013911962127
39,3,6,2024,long biên,4.1,77.0,căn hộ chung cư,,,,,,Not provided,21.0651992,105.8816105
40,24,4,2024,cầu giấy,0.56,140.0,căn hộ chung cư,,3.0,2.0,3.0,1.0,Yes,10.7971686,106.6756073
41,3,6,2024,,4.5,88.0,căn hộ chung cư,,,,,,Not provided,21.005156984117534,105.74115136029661
42,25,4,2024,long biên,3.1,69.0,căn hộ chung cư,,,,,,Not provided,21.055791099945466,105.88448545770265
43,26,4,2024,long biên,4.3,92.0,căn hộ chung cư,,,,,,Not provided,21.0690368,105.8880978
44,3,5,2024,,2.6,47.0,căn hộ chung cư,,,,,,Not provided,21.0088528,105.7439194
45,6,5,2024,thanh xuân,5.3,99.0,căn hộ chung cư,,,,,,Not provided,21.0078997,105.8082228
46,6,5,2024,gia lâm,1.65,45.0,căn hộ chung cư,,,,,,Not provided,20.9852277,105.9318012
47,30,4,2024,hoài đức,4.8,110.0,căn hộ chung cư,,,,,,Not provided,21.0109277,105.7215029
48,7,5,2024,long biên,4.1,77.51,căn hộ chung cư,,,,,,Not provided,21.0651992,105.8816105
49,10,5,2024,,2.42,43.0,căn hộ chung cư,,,,,,Not provided,21.009261000832385,105.73399113961182
50,7,5,2024,long biên,3.9,75.0,căn hộ chung cư,,,,,,Not provided,21.0690368,105.8880978
51,14,5,2024,,2.79,45.0,căn hộ chung cư,,,,,,Not provided,20.99682854316006,105.73942401769102
52,15,5,2024,,2.3,43.0,căn hộ chung cư,,,,,,Not provided,21.00688346234794,105.74083083631933
53,15,5,2024,hoài đức,5.1,97.0,căn hộ chung cư,,2.0,,3.0,1.0,Yes,21.0279052,105.7263152
54,14,5,2024,hoàn kiếm,3.7,75.0,căn hộ chung cư,4.0,2.0,,2.0,1.0,Yes,21.0299889,105.8465727
55,1,3,2024,long biên,4.9,102.0,căn hộ chung cư,,,,,,Not provided,21.0378448,105.876941
56,1,3,2024,long biên,4.4,86.0,căn hộ chung cư,,,,,,Not provided,21.0355605,105.8728104
57,5,3,2024,long biên,6.4,120.0,căn hộ chung cư,,,10.0,,,Yes,21.0378447,105.8769363
58,1,3,2024,long biên,4.5,105.0,căn hộ chung cư,,,,,,Yes,21.0348453,105.9127108
59,8,3,2024,cầu giấy,7.3,140.0,căn hộ chung cư,,2.0,,3.0,1.0,Yes,21.0342967,105.7836667
60,20,3,2024,,0.46,70.0,căn hộ chung cư,,2.0,60.0,2.0,1.0,Yes,21.0204654,105.7801474
61,12,3,2024,,2.7,42.0,căn hộ chung cư,,,,,,Not provided,21.0095815,105.7433896
62,21,3,2024,,0.56,78.3,căn hộ chung cư,,2.0,25.0,2.0,1.0,Yes,21.0174287,105.7734697
63,4,4,2024,,2.86,54.0,căn hộ chung cư,,,,,,Not provided,21.0088528,105.7439194
64,30,3,2024,hoàng mai,3.8,96.0,căn hộ chung cư,,,,,,Not provided,20.9718225,105.839784
65,4,4,2024,hoài đức,4.2,88.0,căn hộ chung cư,,2.0,,2.0,1.0,Not provided,21.0109277,105.7215029
66,5,4,2024,hoài đức,5.6,128.0,căn hộ chung cư,,,,,,Not provided,21.0109277,105.7215029
67,4,4,2024,,5.7,126.0,căn hộ chung cư,,,,,,Not provided,20.989171,105.7835348
68,18,1,2024,hoàng mai,2.5,70.0,căn hộ chung cư,,1.0,5.0,3.0,1.0,Yes,20.9739692,105.8216911
69,19,1,2024,thanh xuân,3.55,85.0,căn hộ chung cư,,2.0,5.0,2.0,1.0,Yes,20.9959819,105.8097244
70,18,1,2024,hoàng mai,3.75,116.0,căn hộ chung cư,6.0,2.0,10.0,3.0,1.0,Yes,20.971932699290544,105.83978400000001
71,20,1,2024,long biên,4.9,119.0,căn hộ chung cư,,3.0,,3.0,1.0,Yes,21.06115397943242,105.87981336239626
72,25,1,2024,thanh trì,3.3,120.0,căn hộ chung cư,,3.0,,4.0,1.0,Yes,20.937764978469577,105.84716863856201
73,20,1,2024,đông anh,2.53,85.0,căn hộ chung cư,,2.0,,3.0,1.0,Yes,21.07957045018565,105.87436226248781
74,28,1,2024,gia lâm,2.6,64.0,căn hộ chung cư,,2.0,,2.0,1.0,Yes,21.003695851370708,105.94694626230469
75,1,2,2024,hoài đức,3.0,70.0,căn hộ chung cư,,2.0,,2.0,1.0,Yes,21.024620454526826,105.72884720531006
76,14,2,2024,thanh xuân,3.79,90.0,căn hộ chung cư,,2.0,,2.0,1.0,Yes,21.0046148,105.8040796
77,1,2,2024,gia lâm,3.7,74.0,căn hộ chung cư,,2.0,,2.0,1.0,Yes,20.9852277,105.9318012
78,7,11,2023,cầu giấy,5.9,101.0,căn hộ chung cư,,2.0,,3.0,1.0,Yes,10.8019128,106.7647475
79,20,2,2024,,3.6,109.0,căn hộ chung cư,,,,,,Not provided,21.0389703,105.7662249
80,28,10,2023,hai bà trưng,2.22,80.0,căn hộ chung cư,,2.0,12.5,2.0,1.0,Yes,21.0068975,105.8715997
81,8,11,2023,thanh xuân,0.1,55.0,căn hộ chung cư,25.0,2.0,25.0,2.0,1.0,Yes,21.0070457,105.8029953
82,8,11,2023,,2.5,55.0,căn hộ chung cư,12.0,1.0,40.0,2.0,1.0,Yes,21.004353266200432,105.75225247777101
83,8,11,2023,thanh xuân,6.5,103.0,căn hộ chung cư,35.0,2.0,40.0,3.0,1.0,Not provided,21.0061413,105.8039336
84,14,11,2023,thanh xuân,5.8,102.0,căn hộ chung cư,37.0,2.0,40.0,3.0,1.0,Yes,21.0059165,105.804758
85,13,11,2023,,1.3,31.0,căn hộ chung cư,9.0,1.0,60.0,1.0,1.0,Yes,21.0088528,105.7439194
86,26,11,2023,hai bà trưng,1.95,60.0,căn hộ chung cư,1.0,1.0,5.0,2.0,1.0,Yes,10.8019128,106.7647475
87,27,11,2023,thanh trì,3.49,127.0,căn hộ chung cư,,,,,,Not provided,20.93261440339782,105.8510202907074
88,27,11,2023,hà đông,2.57,85.3,căn hộ chung cư,21.0,2.0,5.0,3.0,1.0,Yes,20.9730275,105.7636343
89,28,11,2023,cầu giấy,4.25,70.0,căn hộ chung cư,,2.0,,2.0,1.0,Yes,10.8019128,106.7647475
90,28,11,2023,ba đình,2.7,60.0,căn hộ chung cư,,1.0,,2.0,1.0,Yes,21.0270609,105.8194896
91,2,12,2023,hoàng mai,2.65,89.0,căn hộ chung cư,7.0,2.0,,3.0,1.0,Yes,20.9867819,105.85273030000008
92,18,12,2023,hoàn kiếm,2.485,45.0,căn hộ chung cư,1.0,,,2.0,1.0,Yes,21.0215246,105.8502762
93,4,8,2023,,2.12,54.0,căn hộ chung cư,1.0,1.0,,2.0,1.0,Yes,10.8019128,106.7647475
94,8,8,2023,thanh xuân,2.1,85.0,căn hộ chung cư,,2.0,12.5,2.0,1.0,Not provided,20.9971504,105.8216911
95,9,8,2023,,2.1,54.0,căn hộ chung cư,1.0,1.0,,2.0,1.0,Yes,10.8019128,106.7647475
96,10,8,2023,,1.35,27.3,căn hộ chung cư,,,,,,Yes,21.0088528,105.7439194
97,23,8,2023,hà đông,2.5,60.0,căn hộ chung cư,41.0,2.0,40.0,2.0,1.0,Yes,20.9733204,105.7782815
98,28,8,2023,thanh xuân,3.8,120.0,căn hộ chung cư,,2.0,12.5,3.0,1.0,Yes,20.9959212,105.8040796
99,29,8,2023,hai bà trưng,10.5,97.0,căn hộ chung cư,1.0,,40.0,,,Yes,10.876248,106.660338
100,2,9,2023,hoàng mai,2.95,100.0,căn hộ chung cư,,2.0,12.5,3.0,1.0,Yes,10.876248,106.660338
101,12,9,2023,,4.3,80.0,căn hộ chung cư,,2.0,,2.0,1.0,Not provided,10.876248,106.660338
102,22,9,2023,gia lâm,2.9,76.1,căn hộ chung cư,31.0,2.0,,2.0,1.0,Yes,21.0078386,105.9376756
103,2,10,2023,thanh xuân,3.98,100.0,căn hộ chung cư,,2.0,5.0,2.0,1.0,Yes,20.9959212,105.8040796
104,26,9,2023,gia lâm,2.7,69.0,căn hộ chung cư,37.0,2.0,,2.0,1.0,Yes,20.995570246644007,105.93628801145937
105,2,10,2023,,1.78,69.0,căn hộ chung cư,11.0,2.0,17.5,2.0,1.0,Yes,21.0411784,105.736607
106,23,7,2023,,2.6,100.0,căn hộ chung cư,,,,2.0,,Yes,21.0277644,105.8341598
107,18,7,2023,cầu giấy,1.9,60.0,căn hộ chung cư,1.0,1.0,4.0,2.0,1.0,Yes,21.0181378,105.7932507
108,24,7,2023,thanh xuân,9.4,235.0,căn hộ chung cư,20.0,4.0,,3.0,1.0,Yes,20.9995544,105.8113326
109,25,7,2023,,4.55,103.0,căn hộ chung cư,9.0,2.0,17.5,3.0,1.0,Yes,21.0345864,105.7629924
110,26,7,2023,hoàng mai,1.0,70.0,căn hộ chung cư,,2.0,17.5,2.0,1.0,Yes,20.9851676,105.8409478
111,26,7,2023,hoàng mai,0.35,70.0,căn hộ chung cư,,2.0,,2.0,1.0,Yes,20.968719687808644,105.82860047042236
112,26,7,2023,hoài đức,0.37,123.0,căn hộ chung cư,,2.0,,3.0,1.0,Yes,10.876248,106.660338
113,26,7,2023,hoàng mai,0.4,68.0,căn hộ chung cư,10.0,2.0,,2.0,1.0,Yes,20.968839907707565,105.82984501540527
114,26,7,2023,hoàng mai,0.35,70.0,căn hộ chung cư,,2.0,,2.0,1.0,Yes,20.985162710767227,105.86364306250002
115,26,7,2023,hoàng mai,0.38,68.0,căn hộ chung cư,,2.0,,2.0,1.0,Yes,20.9676408,105.8239864
116,26,7,2023,hoài đức,2.49,72.0,căn hộ chung cư,21.0,2.0,,2.0,1.0,Yes,21.02530144429216,105.7312504645874
117,21,6,2023,long biên,2.57,75.6,căn hộ chung cư,,,,,,Not provided,21.0526345,105.8996408
118,21,6,2023,,6.0,131.0,căn hộ chung cư,,,,4.0,,Yes,21.0106758,105.7995616
119,22,6,2023,thanh xuân,2.4,80.0,căn hộ chung cư,,2.0,12.5,2.0,1.0,Yes,20.9866719,105.8099499
120,22,6,2023,gia lâm,0.2,64.0,căn hộ chung cư,27.0,2.0,17.5,2.0,1.0,Yes,20.990997508608828,105.94879567631835
121,22,6,2023,,4.1,82.0,căn hộ chung cư,,,,,,Yes,21.0506076,105.7909724
122,22,6,2023,,3.2,61.0,căn hộ chung cư,,2.0,,2.0,,Yes,21.0088528,105.7439194
123,22,6,2023,,2.2,42.0,căn hộ chung cư,,1.0,,1.0,,Not provided,21.0088528,105.7439194
124,22,6,2023,,1.5,28.0,căn hộ chung cư,,,,,,Not provided,21.0088528,105.7439194
125,1,7,2023,,3.0,75.0,căn hộ chung cư,,,9.0,,,Yes,21.005607698272588,105.75421908261717
126,29,6,2023,gia lâm,1.43,70.0,căn hộ chung cư,12.0,2.0,12.5,2.0,1.0,Yes,21.0287612,105.9611748
127,2,7,2023,đống đa,1.25,40.0,căn hộ chung cư,2.0,1.0,,1.0,1.0,Yes,21.0200535,105.8246266
128,3,7,2023,thanh xuân,1.85,60.0,căn hộ chung cư,,1.0,5.0,2.0,1.0,Yes,20.9959212,105.8040796
129,4,7,2023,thanh xuân,2.4,63.0,căn hộ chung cư,,1.0,10.0,2.0,1.0,Yes,21.0046148,105.8040796
130,4,7,2023,thanh trì,3.299,127.0,căn hộ chung cư,25.0,3.0,,4.0,1.0,Yes,20.93436122856406,105.85102553028565
131,6,7,2023,cầu giấy,1.55,42.0,căn hộ chung cư,7.0,1.0,12.5,1.0,1.0,Yes,21.018469990743093,105.78541466452637
132,20,6,2023,đống đa,1.39,45.0,căn hộ chung cư,2.0,1.0,,1.0,1.0,Yes,21.022491,105.8371026
133,17,5,2023,thanh trì,3.1,127.0,căn hộ chung cư,,3.0,,4.0,1.0,Yes,20.93331585400132,105.85180349573974
134,19,5,2023,đống đa,2.8,100.0,căn hộ chung cư,,2.0,,3.0,1.0,Yes,21.0207992,105.8086635
135,22,5,2023,thanh trì,3.68,141.0,căn hộ chung cư,25.0,3.0,,4.0,1.0,Yes,21.0277644,105.8341598
136,22,5,2023,cầu giấy,1.9,60.0,căn hộ chung cư,1.0,1.0,5.0,2.0,,Yes,21.0181378,105.7932507
137,21,5,2023,hoàng mai,3.2,78.0,căn hộ chung cư,14.0,2.0,17.5,2.0,1.0,Yes,20.969224744974266,105.82178244313049
138,22,5,2023,hoàng mai,1.75,60.0,căn hộ chung cư,,1.0,12.5,2.0,1.0,Yes,20.9831371,105.8319653
139,23,5,2023,cầu giấy,1.6,40.0,căn hộ chung cư,,1.0,,1.0,1.0,Yes,21.0096566,105.7967419
140,25,5,2023,cầu giấy,2.25,65.0,căn hộ chung cư,,1.0,,2.0,1.0,Yes,21.0347067,105.7923394
141,31,5,2023,hoài đức,2.69,67.0,căn hộ chung cư,21.0,2.0,60.0,2.0,1.0,Yes,21.024820745957232,105.73039215770264
142,31,5,2023,hoài đức,3.24,80.0,căn hộ chung cư,21.0,2.0,60.0,3.0,1.0,Yes,21.024878818375655,105.73214837403565
143,31,5,2023,thanh xuân,1.45,45.0,căn hộ chung cư,1.0,1.0,,1.0,1.0,Yes,21.0277644,105.8341598
144,5,6,2023,thanh xuân,9.4,235.0,căn hộ chung cư,21.0,,,,,Yes,20.9985157,105.8031584
145,6,6,2023,đống đa,1.2,40.0,căn hộ chung cư,3.0,1.0,,1.0,,Yes,21.0067052,105.8205335
146,7,6,2023,cầu giấy,3.65,112.0,căn hộ chung cư,10.0,2.0,40.0,3.0,,Yes,21.0119614,105.7922737
147,13,4,2023,hoàng mai,4.58,135.0,căn hộ chung cư,16.0,2.0,17.5,3.0,1.0,Yes,20.958180183053617,105.82338748203124
148,12,4,2023,,4.35,110.0,căn hộ chung cư,36.0,2.0,,3.0,1.0,Yes,21.04179976684105,105.76756057298584
149,13,4,2023,thanh trì,3.114,127.0,căn hộ chung cư,25.0,3.0,,4.0,1.0,Yes,20.9344418,105.8462288
150,14,4,2023,cầu giấy,5.78,86.0,căn hộ chung cư,29.0,2.0,,3.0,1.0,Yes,21.030508797642025,105.7891233782959
151,14,4,2023,thanh trì,3.2,127.0,căn hộ chung cư,25.0,3.0,,4.0,1.0,Yes,20.9344418,105.8462288
152,15,4,2023,hà đông,1.78,70.0,căn hộ chung cư,,,,,,Not provided,20.9796446,105.7923394
153,15,4,2023,thanh trì,1.0,127.0,căn hộ chung cư,,3.0,200.0,4.0,1.0,Yes,20.93327851119794,105.8514994693115
154,18,4,2023,gia lâm,1.6,62.3,căn hộ chung cư,,1.0,10.0,2.0,1.0,Yes,21.009880199515088,105.94018531003418
155,8,5,2023,,1.25,49.0,căn hộ chung cư,15.0,1.0,,1.0,1.0,Yes,21.0653816,105.7794344
156,9,5,2023,gia lâm,0.9,31.2,căn hộ chung cư,,2.0,,2.0,2.0,Yes,21.0277644,105.8341598
157,9,5,2023,gia lâm,2.56,71.2,căn hộ chung cư,,2.0,,2.0,1.0,Yes,20.9852277,105.9318012
158,10,5,2023,đống đa,1.52,50.0,căn hộ chung cư,3.0,1.0,5.0,2.0,1.0,Yes,21.019763,105.8027161
159,11,5,2023,gia lâm,1.62,60.0,căn hộ chung cư,,2.0,,2.0,1.0,Yes,21.0277644,105.8341598
160,12,5,2023,thanh xuân,2.5,55.0,căn hộ chung cư,,1.0,10.0,2.0,1.0,Yes,21.0277644,105.8341598
161,11,5,2023,gia lâm,0.92,31.2,căn hộ chung cư,,2.0,,2.0,1.0,Yes,21.0277644,105.8341598
162,2,4,2023,cầu giấy,0.158,44.0,căn hộ chung cư,2.0,1.0,,2.0,1.0,Yes,21.0049272,105.8114058
163,3,4,2023,cầu giấy,1.75,55.0,căn hộ chung cư,6.0,1.0,,2.0,1.0,Yes,21.053291,105.8090395
164,3,4,2023,,2.65,86.2,căn hộ chung cư,7.0,2.0,,2.0,,Yes,21.0030134,105.7780595
165,3,4,2023,,1.15,33.0,căn hộ chung cư,,1.0,,1.0,1.0,Not provided,21.005307222320422,105.73883393170775
166,4,4,2023,hoài đức,3.765,95.0,căn hộ chung cư,3.0,2.0,60.0,3.0,1.0,Yes,21.0279052,105.7263152
167,4,4,2023,,4.3,134.0,căn hộ chung cư,8.0,2.0,,3.0,1.0,Yes,21.0277644,105.8341598
168,4,4,2023,cầu giấy,3.4,90.0,căn hộ chung cư,16.0,2.0,,3.0,,Yes,21.0118604,105.8082825
169,4,4,2023,hoàng mai,0.33,135.0,căn hộ chung cư,,2.0,,3.0,1.0,Yes,20.958863388304483,105.82397728634183
170,4,4,2023,đống đa,2.58,70.0,căn hộ chung cư,2.0,1.0,,3.0,1.0,Yes,21.0156937,105.8122689
171,5,4,2023,ba đình,2.45,78.0,căn hộ chung cư,,2.0,,3.0,1.0,Yes,21.020889,105.8158204
172,5,4,2023,cầu giấy,4.7,100.0,căn hộ chung cư,6.0,2.0,,3.0,1.0,Yes,21.0181378,105.7932507
173,5,4,2023,cầu giấy,4.98,133.0,căn hộ chung cư,6.0,2.0,,3.0,,Yes,21.0362368,105.7905825
174,5,4,2023,thanh trì,3.59,141.0,căn hộ chung cư,25.0,3.0,,4.0,1.0,Yes,20.933275771198197,105.8517605803955
175,5,4,2023,thanh trì,2.93,107.0,căn hộ chung cư,25.0,2.0,,3.0,1.0,Yes,20.933025769863004,105.8515471060547
176,7,4,2023,thanh trì,2.9,106.0,căn hộ chung cư,25.0,2.0,,3.0,1.0,Yes,20.933860196250812,105.8515190567444
177,6,4,2023,hai bà trưng,3.1,105.0,căn hộ chung cư,,,,3.0,,Not provided,21.0053964,105.8569193
178,20,3,2023,,3.3,102.0,căn hộ chung cư,6.0,2.0,,3.0,1.0,Yes,21.0125832,105.7860644
179,21,3,2023,,3.3,85.0,căn hộ chung cư,12.0,2.0,,2.0,,Yes,21.0331019,105.7788219
180,21,3,2023,cầu giấy,2.98,72.0,căn hộ chung cư,16.0,2.0,,2.0,1.0,Yes,21.0349893,105.7938017
181,22,3,2023,thanh xuân,1.1,40.0,căn hộ chung cư,2.0,1.0,,1.0,,Yes,20.9914574,105.8030814
182,22,3,2023,cầu giấy,4.65,85.0,căn hộ chung cư,9.0,2.0,,3.0,,Yes,21.0319529,105.7995321
183,23,3,2023,hai bà trưng,4.2,74.0,căn hộ chung cư,,,,,,Not provided,20.9959104,105.8576533
184,23,3,2023,cầu giấy,2.4,65.0,căn hộ chung cư,11.0,2.0,,2.0,,Yes,21.0165205,105.7886112
185,23,3,2023,cầu giấy,3.75,140.0,căn hộ chung cư,10.0,2.0,,3.0,,Yes,10.876248,106.660338
186,24,3,2023,hoàng mai,3.3,100.0,căn hộ chung cư,,2.0,,2.0,1.0,Yes,20.9667046,105.8699732
187,25,3,2023,thanh xuân,5.0,97.0,căn hộ chung cư,,2.0,,3.0,,Yes,20.993579,105.7982094
188,24,3,2023,cầu giấy,2.1,65.0,căn hộ chung cư,11.0,1.0,,2.0,1.0,Yes,21.0119614,105.7922737
189,25,3,2023,cầu giấy,4.25,88.0,căn hộ chung cư,35.0,2.0,40.0,2.0,1.0,Yes,10.876248,106.660338
190,26,3,2023,cầu giấy,2.8,75.0,căn hộ chung cư,,2.0,,2.0,1.0,Yes,21.0349893,105.7938017
191,26,3,2023,,5.5,137.0,căn hộ chung cư,19.0,3.0,,3.0,,Yes,20.9855755,105.7761371
192,27,3,2023,thanh xuân,7.2,132.0,căn hộ chung cư,,3.0,,3.0,1.0,Yes,21.0006046,105.8158204
193,27,3,2023,,2.65,89.0,căn hộ chung cư,11.0,2.0,,3.0,,Yes,10.876248,106.660338
194,24,2,2023,,2.1,52.0,căn hộ chung cư,26.0,1.0,,1.0,,Yes,21.0277644,105.8341598
195,25,2,2023,,2.95,135.0,căn hộ chung cư,11.0,2.0,,3.0,,Yes,21.0323233,105.7650902
196,25,2,2023,,2.95,65.0,căn hộ chung cư,17.0,2.0,,2.0,,Yes,21.0344536,105.7658695
197,28,2,2023,cầu giấy,3.65,110.0,căn hộ chung cư,11.0,2.0,,3.0,,Yes,21.0083932,105.7899276
198,26,2,2023,cầu giấy,2.35,62.0,căn hộ chung cư,11.0,1.0,17.5,2.0,,Yes,21.0344798,105.770146
199,1,3,2023,thanh xuân,8.3,47.0,căn hộ chung cư,1.0,,,,,Yes,20.993382,105.8060427
200,1,3,2023,,6.2,100.0,căn hộ chung cư,3.0,,,,,Yes,21.0291863,105.7639757
201,2,3,2023,long biên,0.38,66.0,căn hộ chung cư,3.0,2.0,,2.0,1.0,Yes,21.0186765,105.884813
202,5,3,2023,,4.25,143.0,căn hộ chung cư,10.0,3.0,,3.0,,Yes,21.0125832,105.7860644
203,10,3,2023,,1.9,57.0,căn hộ chung cư,5.0,1.0,,2.0,1.0,Yes,10.876248,106.660338
204,13,3,2023,cầu giấy,5.5,132.0,căn hộ chung cư,14.0,2.0,,3.0,,Yes,10.876248,106.660338
205,13,3,2023,,5.45,136.0,căn hộ chung cư,,2.0,,3.0,1.0,Yes,20.988870490962103,105.78301445145111
206,14,3,2023,,4.0,105.0,căn hộ chung cư,,2.0,,3.0,1.0,Yes,10.770790701332203,106.69731653967287
207,16,3,2023,cầu giấy,2.57,64.0,căn hộ chung cư,5.0,2.0,,2.0,,Yes,21.0408386,105.7807066
208,17,3,2023,,2.2,57.0,căn hộ chung cư,3.0,1.0,,2.0,,Yes,10.876248,106.660338
209,4,1,2023,,1.99,54.0,căn hộ chung cư,,2.0,,2.0,1.0,Yes,21.0086925497195,105.73864081265867
210,5,1,2023,,2.0,54.0,căn hộ chung cư,,2.0,,2.0,1.0,Yes,21.008407103481005,105.73769667508543
211,12,1,2023,đông anh,1.9,72.9,căn hộ chung cư,1.0,1.0,8.0,2.0,1.0,Yes,21.0809178,105.8701316
212,10,1,2023,,2.1,54.0,căn hộ chung cư,,2.0,,2.0,1.0,Yes,21.00841211131446,105.73778250577391
213,11,1,2023,,2.0,54.0,căn hộ chung cư,,2.0,,2.0,1.0,Yes,21.008171735119145,105.73773959042967
214,5,2,2023,,2.75,86.0,căn hộ chung cư,8.0,2.0,25.0,2.0,1.0,Yes,21.0344536,105.7658695
215,4,2,2023,,2.45,55.0,căn hộ chung cư,26.0,1.0,60.0,2.0,1.0,Yes,21.026033,105.7789722
216,1,2,2023,,1.8,32.0,căn hộ chung cư,,1.0,40.0,1.0,1.0,Yes,20.998115650684728,105.74022868039549
217,5,2,2023,,2.5,37.0,căn hộ chung cư,12.0,1.0,40.0,1.0,1.0,Yes,21.0125832,105.7860644
218,6,2,2023,,3.2,118.0,căn hộ chung cư,22.0,2.0,,3.0,1.0,Yes,20.9895649,105.7850615
219,8,2,2023,hà đông,2.6,54.0,căn hộ chung cư,41.0,,60.0,2.0,1.0,Yes,20.9832296,105.7823851
220,8,2,2023,,0.315,95.0,căn hộ chung cư,15.0,2.0,25.0,3.0,,Yes,21.0213667,105.7725297
221,15,2,2023,thanh xuân,2.65,76.0,căn hộ chung cư,5.0,1.0,,2.0,,Yes,21.0042496,105.8033839
222,15,2,2023,cầu giấy,2.6,62.0,căn hộ chung cư,5.0,1.0,12.5,2.0,,Yes,21.0344798,105.770146
223,15,2,2023,,1.95,60.0,căn hộ chung cư,,2.0,,2.0,1.0,Yes,21.026033,105.7789722
