,price,price_per_area,area,type,bedrooms,bathrooms,address,direction,law_doc,furniture,project,post_date,id,Chỗ đậu xe hơi,Ban công,Sân vườn,Phòng giải trí,Hồ bơi riêng,Tầng hầm,Góc làm việc,Nhà kho,Nuôi thú cưng,Gym,Phòng cho giúp việc,Quầy minibar,Khu vui chơi cho trẻ em,shop tiện lợi,cửa hàng thực phẩm,Coffee House,TP bank,cửa hàng quần áo,cửa hàng dụng cụ và quần áo cho trẻ em
1134,2.2,47.83,46.0,Căn hộ,1,1,"Nguyễn Xiển, Long Thạnh Mỹ, Quận 9",Tây Bắc,1,0,Vinhomes Grand Park,2023-12-29,A09136820,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1135,2.4,47.06,51.7,Căn hộ,1,1,"Nguyễn Xiển, Long Thạnh Mỹ, Quận 9",Tây Bắc,0,0,Vinhomes Grand Park,2024-01-08,A09130032,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1136,2.5,42.37,59.2,Căn hộ,2,2,"Nguyễn Xiển, Long Thạnh Mỹ, Quận 9",Đông Bắc,1,0,Vinhomes Grand Park,2024-01-08,A09135012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1137,8.0,66.67,120.0,Căn hộ,3,2,"Nguyễn Hữu Cảnh, Phường 22, Bình Thạnh",KXĐ,0,2,Saigon Pearl,2024-01-09,ABT101005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1138,16.0,123.08,130.2,Căn hộ,3,3,"Xa Lộ Hà Nội, An Phú, Quận 2",Tây Bắc,0,1,Estella Heights,2024-01-09,A0241358,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1140,2.65,45.69,58.3,Căn hộ,2,2,"Nguyễn Xiển, Long Thạnh Mỹ, Quận 9",Tây Bắc,1,2,Vinhomes Grand Park,2024-01-08,A09115755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1141,3.9,52.7,74.0,Căn hộ,2,2,"Nguyễn Hữu Thọ, Tân Phong, Quận 7",KXĐ,1,1,Lavida Plus,2023-12-29,A07130595,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1142,11.0,113.4,97.2,Căn hộ,2,2,"Nguyễn Hữu Cảnh, Phường 22, Bình Thạnh",KXĐ,1,2,Sunwah Pearl,2024-01-10,ABT144290,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1143,3.2,42.67,75.0,Căn hộ,2,2,"Nguyễn Hữu Thọ, Tân Phong, Quận 7",Đông Bắc,1,0,Lavida Plus,2024-01-10,A0791581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1144,8.5,85.0,100.2,Căn hộ,3,2,"Nguyễn Hữu Cảnh, Phường 22, Bình Thạnh",KXĐ,0,1,Vinhomes Central Park,2024-01-10,ABT145798,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1145,9.5,92.23,103.0,Căn hộ,2,2,"Xa Lộ Hà Nội, An Phú, Quận 2",KXĐ,0,1,Estella Heights,2024-01-10,A02192075,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1146,8.25,58.93,140.0,Căn hộ,3,2,"Nguyễn Hữu Cảnh, Phường 22, Bình Thạnh",Tây Bắc,0,1,The Manor,2024-01-10,ABT71989,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1147,6.3,62.38,101.0,Căn hộ,3,2,"Nguyễn Hữu Cảnh, Phường 22, Bình Thạnh",Tây,1,1,The Manor,2024-01-10,ABT73202,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1148,5.8,69.05,84.45,Căn hộ,2,2,"Nguyễn Hữu Cảnh, Phường 22, Bình Thạnh",Tây Nam,0,2,Saigon Pearl,2024-01-10,ABT142443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1149,3.4,48.57,70.96,Căn hộ,2,2,"Nguyễn Hữu Thọ, Phước Kiển, Nhà Bè",Tây,1,1,Sunrise Riverside,2024-01-10,ANB198212,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1150,12.5,113.64,110.0,Căn hộ,3,2,"Số 104-BTT, Bình Trưng Tây, Quận 2",KXĐ,1,1,Diamond Island - Đảo Kim Cương,2024-01-10,A02163644,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1151,4.7,85.45,55.0,Căn hộ,1,1,"Tạ Hiện, Thạnh Mỹ Lợi, Quận 2",KXĐ,1,1,One Verandah,2024-01-10,A02132357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1152,15.0,107.14,140.0,Căn hộ,3,2,"Số 11, Thảo Điền, Quận 2",KXĐ,1,0,Nassim Thảo Điền,2024-01-11,A02198218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1153,4.05,45.0,90.5,Căn hộ,3,2,"Phan Văn Trị, Phường 7, Gò Vấp",KXĐ,0,2,KXĐ,2024-01-15,AGV189873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1154,42.0,262.5,160.0,Căn hộ,4,3,"Tôn Đức Thắng, Bến Nghé, Quận 1",Đông Bắc,0,1,Vinhomes Golden River,2024-01-17,A0133968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1155,8.3,93.26,89.0,Căn hộ,2,2,"Xa Lộ Hà Nội, An Phú, Quận 2",KXĐ,0,1,Estella Heights,2024-01-17,A02191981,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1156,6.9,71.88,96.0,Căn hộ,2,2,"Mai Chí Thọ, Bình Khánh, Quận 2",Tây Nam,1,1,New City Thủ Thiêm,2024-01-16,A02198225,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1157,2.55,38.06,67.6,Căn hộ,2,2,"Nguyễn Xiển, Long Thạnh Mỹ, Quận 9",KXĐ,1,0,Vinhomes Grand Park,2024-01-15,A09130179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1158,12.5,100.0,125.0,Căn hộ,3,2,"Xa Lộ Hà Nội, An Phú, Quận 2",KXĐ,0,1,Estella Heights,2024-01-17,A02148652,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1159,3.1,52.54,59.2,Căn hộ,2,2,"Nguyễn Xiển, Long Thạnh Mỹ, Quận 9",Đông Nam,1,0,Vinhomes Grand Park,2024-01-03,A09135158,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1161,3.3,50.77,65.0,Căn hộ,2,1,"Hàm Nghi, Bến Nghé, Quận 1",Bắc,0,2,KXĐ,2024-01-16,A01198211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1164,2.7,45.76,59.0,Căn hộ,2,2,"Nguyễn Xiển, Long Thạnh Mỹ, Quận 9",KXĐ,1,2,Vinhomes Grand Park,2024-01-03,A09102643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1165,2.38,40.34,59.2,Căn hộ,2,2,"Nguyễn Xiển, Long Thạnh Mỹ, Quận 9",Tây Bắc,1,2,Vinhomes Grand Park,2024-01-03,A09110483,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1166,2.58,50.59,51.8,Căn hộ,1,1,"Nguyễn Xiển, Long Thạnh Mỹ, Quận 9",Đông Nam,1,2,Vinhomes Grand Park,2024-01-03,A09111634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1167,3.5,43.21,81.2,Căn hộ,3,2,"Nguyễn Xiển, Long Thạnh Mỹ, Quận 9",Đông Nam,1,2,Vinhomes Grand Park,2024-01-03,A09135498,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1169,2.8,51.85,54.0,Căn hộ,2,2,"Nguyễn Xiển, Long Thạnh Mỹ, Quận 9",Tây Bắc,1,2,Vinhomes Grand Park,2024-01-03,A09117063,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1170,3.98,59.46,67.0,Căn hộ,2,2,"Nguyễn Xiển, Long Thạnh Mỹ, Quận 9",Đông Nam,1,0,Vinhomes Grand Park,2024-01-03,A09113466,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1171,6.2,87.32,71.72,Căn hộ,2,2,"Nguyễn Hữu Cảnh, Phường 22, Bình Thạnh",Tây Nam,0,1,Vinhomes Central Park,2024-01-04,ABT141760,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1172,11.0,82.71,133.0,Căn hộ,3,2,"Song Hành Cao Tốc HCM - LT - Dầu Giây, An Phú, Quận 2",KXĐ,1,1,Palm Heights,2024-01-04,A02144844,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1173,4.15,62.88,66.23,Căn hộ,2,2,"Nguyễn Văn Linh, Tân Thuận Tây, Quận 7",Bắc,1,2,Eco Green Saigon,2024-01-05,A0766266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1174,4.5,60.0,75.0,Căn hộ,2,2,"Quách Giai, Thạnh Mỹ Lợi, Quận 2",Tây Bắc,0,2,Thủ Thiêm Dragon,2024-01-04,A02198200,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1175,2.7,30.68,88.1,Căn hộ,2,2,"Phan Huy Ích, Phường 15, Tân Bình",Đông Bắc,1,2,KXĐ,2024-01-04,ATB188103,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1176,5.45,64.88,84.0,Căn hộ,2,2,"Đồng Văn Cống, Thạnh Mỹ Lợi, Quận 2",KXĐ,1,1,Vista Verde,2024-01-05,A02141132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1177,12.5,96.15,130.0,Căn hộ,3,2,"Xa Lộ Hà Nội, An Phú, Quận 2",KXĐ,0,1,Estella Heights,2024-01-04,A02148300,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1178,2.1,28.77,73.0,Căn hộ,2,2,"Võ Văn Kiệt, Phường 16, Quận 8",KXĐ,1,2,City Gate,2024-01-04,A08198186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1179,4.0,78.43,51.2,Căn hộ,1,1,"Nguyễn Hữu Cảnh, Phường 22, Bình Thạnh",Tây Bắc,0,1,Vinhomes Central Park,2024-01-05,ABT5549,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1180,7.2,80.9,89.1,Căn hộ,2,2,"Nguyễn Hữu Cảnh, Phường 22, Bình Thạnh",Đông,0,1,Vinhomes Central Park,2024-01-05,ABT16439,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1181,13.0,138.3,94.0,Căn hộ,2,2,"Nguyễn Hữu Cảnh, Phường 22, Bình Thạnh",Đông Bắc,0,1,Vinhomes Central Park,2024-01-05,ABT16082,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1182,3.9,48.75,80.0,Căn hộ,2,2,"Nguyễn Hữu Thọ, Tân Phong, Quận 7",Đông Bắc,1,1,Lavida Plus,2023-12-29,A07139489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1183,3.46,58.64,59.1,Căn hộ,2,2,"Nguyễn Xiển, Long Thạnh Mỹ, Quận 9",Tây Bắc,1,1,Vinhomes Grand Park,2023-12-29,A09115432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1184,2.09,34.26,61.0,Căn hộ,1,1,"Liên Phường, Phú Hữu, Quận 9",Đông Nam,0,0,Hausneo,2024-01-06,A09197986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1185,5.65,76.35,74.0,Căn hộ,2,2,"Đồng Văn Cống, Thạnh Mỹ Lợi, Quận 2",KXĐ,0,1,Vista Verde,2023-12-29,A02192192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1186,3.65,73.0,50.0,Căn hộ,1,1,"Nguyễn Thị Định, An Phú, Quận 2",KXĐ,0,1,D'Lusso,2023-12-29,A02183770,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1187,7.97,88.61,90.3,Căn hộ,2,2,"Số 104-BTT, Bình Trưng Tây, Quận 2",Tây Bắc,1,1,Diamond Island - Đảo Kim Cương,2024-01-06,A02160674,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1188,109.76,304.89,360.17,Căn hộ,4,4,"Lương Định Của, An Khánh, Quận 2",Tây Nam,1,-1,The River Thủ Thiêm,2023-12-29,A02198181,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1189,3.3,45.83,72.0,Căn hộ,2,2,"Nguyễn Xí, Phường 26, Bình Thạnh",Đông Bắc,1,2,SaigonRes Plaza,2023-12-29,ABT112918,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1190,3.5,67.31,52.07,Căn hộ,1,1,"Mai Chí Thọ, Bình Khánh, Quận 2",KXĐ,1,1,New City Thủ Thiêm,2023-12-29,A02143986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1191,3.6,55.38,65.0,Căn hộ,2,2,"Xô Viết Nghệ Tĩnh, Phường 25, Bình Thạnh",Đông Bắc,1,2,Green Field 686,2023-12-29,ABT198182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1192,8.5,113.33,75.0,Căn hộ,2,2,"Xa Lộ Hà Nội, An Phú, Quận 2",KXĐ,1,2,Lumiere Riverside,2024-01-02,A02191084,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1193,2.9,50.0,58.0,Căn hộ,2,2,"Lê Văn Lương, Phước Kiển, Nhà Bè",KXĐ,1,1,Goldora Plaza,2024-01-02,ANB192105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1194,6.0,55.05,109.0,Căn hộ,3,2,"Mai Chí Thọ, An Phú, Quận 2",Đông Bắc,1,2,The Sun Avenue,2024-01-02,A02145532,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1196,4.5,66.18,68.0,Căn hộ,2,2,"Nguyễn Thị Định, An Phú, Quận 2",KXĐ,0,2,D'Lusso,2024-01-02,A02101731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1197,5.3,61.63,86.0,Căn hộ,3,2,"Mai Chí Thọ, An Phú, Quận 2",Nam,1,0,The Sun Avenue,2024-01-02,A0247899,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1198,2.05,34.75,59.0,Căn hộ,2,2,"Số 54, Cát Lái, Quận 2",KXĐ,1,1,Citisoho,2024-01-02,A02198184,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1199,4.3,56.58,76.0,Căn hộ,2,2,"Mai Chí Thọ, An Phú, Quận 2",Tây Bắc,1,1,The Sun Avenue,2024-01-02,A0297330,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1200,5.2,60.47,86.6,Căn hộ,3,2,"Mai Chí Thọ, An Phú, Quận 2",KXĐ,1,1,The Sun Avenue,2024-01-02,A0261466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1201,5.0,65.79,76.0,Căn hộ,3,2,"Nguyễn Xiển, Long Thạnh Mỹ, Quận 9",KXĐ,1,1,Vinhomes Grand Park,2024-01-03,A09110858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1202,5.7,66.28,86.0,Căn hộ,2,2,"Nguyễn Hữu Cảnh, Phường 22, Bình Thạnh",KXĐ,0,1,Saigon Pearl,2024-01-03,ABT86265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1203,2.7,46.55,58.3,Căn hộ,2,2,"Nguyễn Xiển, Long Thạnh Mỹ, Quận 9",Đông Nam,1,0,Vinhomes Grand Park,2024-01-03,A09142791,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1204,13.0,156.63,83.83,Căn hộ,2,2,"Lương Định Của, An Khánh, Quận 2",Tây Bắc,1,1,The River Thủ Thiêm,2024-01-17,A02198227,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1205,3.5,53.03,66.5,Căn hộ,2,2,"Nguyễn Xiển, Long Thạnh Mỹ, Quận 9",KXĐ,1,0,Vinhomes Grand Park,2024-01-03,A09142812,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1206,1.6,24.62,65.0,Căn hộ,2,1,"Nam Hoà, Phước Long A, Quận 9",KXĐ,1,1,KXĐ,2024-01-18,A09198235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1207,2.3,63.89,36.8,Căn hộ,1,1,"Nguyễn Xiển, Long Thạnh Mỹ, Quận 9",KXĐ,1,0,Vinhomes Grand Park,2024-01-02,A09143542,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1208,6.9,80.23,86.88,Căn hộ,2,2,"Số 104-BTT, Bình Trưng Tây, Quận 2",Đông,1,1,Diamond Island - Đảo Kim Cương,2024-01-22,A02163758,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1209,3.3,52.38,63.8,Căn hộ,2,2,"Mai Chí Thọ, An Phú, Quận 2",KXĐ,0,2,Centana Thủ Thiêm,2024-01-22,A0280616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1210,5.45,50.0,109.0,Căn hộ,3,2,"Mai Chí Thọ, An Phú, Quận 2",Đông Bắc,1,1,The Sun Avenue,2024-01-22,A0280731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1211,2.25,47.87,47.0,Căn hộ,1,1,"Nguyễn Xiển, Long Thạnh Mỹ, Quận 9",Tây Nam,0,1,Vinhomes Grand Park,2024-01-03,A09121367,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1212,7.68,93.66,82.09,Căn hộ,2,2,"Số 104-BTT, Bình Trưng Tây, Quận 2",Đông Bắc,1,1,Diamond Island - Đảo Kim Cương,2024-01-22,A0245365,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1213,9.2,129.58,71.7,Căn hộ,2,2,"Xa Lộ Hà Nội, An Phú, Quận 2",KXĐ,1,2,Lumiere Riverside,2024-01-18,A02191869,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1214,4.63,52.02,89.0,Căn hộ,2,2,"Hoàng Quốc Việt, Phú Thuận, Quận 7",Tây,1,1,Sky 89,2024-01-17,A0757907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1215,5.0,72.46,69.0,Căn hộ,2,2,"Lương Định Của, Bình Khánh, Quận 2",KXĐ,1,2,Paris Hoàng Kim,2024-01-22,A0298731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1217,9.5,102.15,93.0,Căn hộ,2,2,"Xa Lộ Hà Nội, An Phú, Quận 2",KXĐ,0,1,Estella Heights,2024-01-22,A02198246,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1218,3.35,56.71,59.2,Căn hộ,2,11,"Nguyễn Xiển, Long Thạnh Mỹ, Quận 9",KXĐ,1,2,Vinhomes Grand Park,2024-01-22,A09143335,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1219,4.8,64.86,74.0,Căn hộ,2,2,"Nguyễn Xiển, Long Thạnh Mỹ, Quận 9",Đông Nam,1,2,Masteri Centre Point,2024-01-22,A09188772,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1221,4.5,62.5,72.0,Căn hộ,2,2,"Nguyễn Xiển, Long Thạnh Mỹ, Quận 9",Đông Bắc,1,2,Masteri Centre Point,2024-01-22,A09188180,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1222,5.29,50.87,104.03,Căn hộ,3,3,"Nguyễn Hữu Thọ, Phước Kiển, Nhà Bè",Tây,1,1,Saigon South Residence,2024-01-23,ANB70012,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1223,3.8,51.35,74.77,Căn hộ,2,2,"Nguyễn Hữu Thọ, Phước Kiển, Nhà Bè",Nam,0,1,Saigon South Residence,2024-01-23,ANB65027,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1224,4.3,42.57,101.5,Căn hộ,3,2,"Mai Chí Thọ, An Phú, Quận 2",Bắc,1,1,Lexington Residence,2024-01-23,A02198248,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1225,6.5,77.38,84.0,Căn hộ,2,2,"Tạ Hiện, Thạnh Mỹ Lợi, Quận 2",Đông Nam,1,2,One Verandah,2024-01-23,A02188115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
