price,price_per_area,land_area,floor_area,type,bedrooms,bathrooms,address,direction,floor,law_doc,furniture,entrance,project,post_date,id,Ban công,Sân vườn,Chỗ đậu xe hơi,Nuôi thú cưng,Phòng cho giúp việc,Phòng giải trí,Quầy minibar,Tầng hầm,Góc làm việc,Nhà kho,Gym,Hồ bơi riêng,Giếng trời
4.75,59.38,80.0,67.4,Nhà phố,1,1,"Số 359, Phước Long B, Quận 9",Đông Nam,1,0,0,KXĐ,KXĐ,2023-01-16,T09113505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.9,65.83,120.0,120.0,Nhà phố,3,2,"Hoàng Hữu Nam, Long Bình, Quận 9",KXĐ,1,0,0,KXĐ,KXĐ,2023-01-13,T09135809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.3,143.33,30.03,90.0,Nhà phố,3,3,"Ni Sư Huỳnh Liên, Phường 10, Tân Bình",Nam,3,0,0,KXĐ,KXĐ,2023-01-16,TTB141390,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30.0,209.79,143.6,129.9,Nhà phố,1,1,"Đình Phong Phú, Tăng Nhơn Phú B, Quận 9",KXĐ,1,0,0,KXĐ,KXĐ,2023-01-16,T09103054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.0,160.0,75.0,225.0,Nhà phố,4,3,"Tăng Nhơn Phú, Tăng Nhơn Phú B, Quận 9",Đông,3,0,0,KXĐ,KXĐ,2023-01-16,T0995334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.95,80.41,74.7,149.3,Nhà phố,2,1,"Số 12, Linh Chiểu, Thủ Đức",Tây Nam,2,0,0,KXĐ,KXĐ,2023-01-16,TTD85302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.35,81.67,90.0,210.0,Nhà phố,4,4,"Nguyễn Thị Tư, Phú Hữu, Quận 9",Tây Nam,3,1,2,KXĐ,KXĐ,2023-01-16,T09110435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.85,67.36,72.8,72.8,Nhà phố,2,1,"Nguyễn Văn Tăng, Long Thạnh Mỹ, Quận 9",Đông Bắc,1,0,1,KXĐ,KXĐ,2023-01-16,T0957508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.55,94.79,48.6,76.6,Nhà phố,2,1,"Số 385, Tăng Nhơn Phú A, Quận 9",Tây,1,0,0,KXĐ,KXĐ,2023-01-16,T09104446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.1,124.0,25.2,39.8,Nhà phố,2,2,"Số 49, Hiệp Bình Chánh, Thủ Đức",Tây,1,0,0,KXĐ,KXĐ,2023-01-16,TTD67028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.5,92.59,27.6,55.2,Nhà phố,2,2,"Số 11, Trường Thọ, Thủ Đức",Đông Nam,2,0,0,KXĐ,KXĐ,2023-01-16,TTD107648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.3,32.82,131.0,131.0,Nhà phố,3,1,"Đường số 9, Linh Xuân, Thủ Đức",KXĐ,1,0,0,KXĐ,KXĐ,2023-01-16,TTD86014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.4,19.21,177.9,147.5,Nhà phố,3,4,"Bình Chiểu, Bình Chiểu, Thủ Đức",Tây Nam,1,0,0,2m,KXĐ,2023-01-16,TTD106520,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.3,100.0,83.0,134.2,Nhà phố,3,2,"Man Thiện, Tăng Nhơn Phú A, Quận 9",KXĐ,2,0,0,KXĐ,KXĐ,2023-01-17,T09107689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.6,92.0,50.1,130.5,Nhà phố,3,4,"Long Thuận, Long Phước, Quận 9",Đông Nam,3,0,1,KXĐ,KXĐ,2023-01-16,T09115776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.0,41.67,600.0,1800.0,Nhà phố,11,13,"Số 30, Linh Đông, Thủ Đức",KXĐ,3,0,2,KXĐ,KXĐ,2023-01-18,TTD84975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.0,242.42,66.4,245.7,Nhà phố,5,5,"Nơ Trang Long, Phường 13, Bình Thạnh",KXĐ,3,0,0,KXĐ,KXĐ,2023-01-18,TBT93181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.5,80.36,56.4,116.2,Nhà phố,3,2,"Số 822, Phú Hữu, Quận 9",KXĐ,2,0,1,KXĐ,KXĐ,2023-01-16,T0958581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39.0,61.9,630.0,860.0,Nhà phố,4,4,"Số 11, Linh Xuân, Thủ Đức",Đông Nam,3,0,0,4.8m,KXĐ,2023-01-18,TTD116303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,136.36,44.9,59.2,Nhà phố,2,1,"Bùi Đình Túy, Phường 24, Bình Thạnh",KXĐ,1,0,0,4.5m,KXĐ,2023-01-18,TBT118178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.2,113.51,37.4,48.8,Nhà phố,2,2,"Số 176, Phước Long A, Quận 9",Bắc,2,0,0,KXĐ,KXĐ,2023-01-16,T09105816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.5,90.0,50.0,130.8,Nhà phố,3,4,"Long Thuận, Long Phước, Quận 9",KXĐ,3,0,1,KXĐ,KXĐ,2023-01-16,T09115782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.2,118.52,27.1,54.2,Nhà phố,2,2,"Nguyễn Xí, Phường 13, Bình Thạnh",KXĐ,2,0,0,KXĐ,KXĐ,2023-01-18,TBT117710,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.5,134.15,41.3,140.0,Nhà phố,6,6,"Xô Viết Nghệ Tĩnh, Phường 17, Bình Thạnh",Đông Nam,4,0,0,KXĐ,KXĐ,2023-01-18,TBT101063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.5,118.06,72.0,218.0,Nhà phố,4,5,"Tăng Bạt Hổ, Phường 11, Bình Thạnh",Tây,4,0,1,KXĐ,KXĐ,2023-01-18,TBT62673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.0,100.0,160.0,400.0,Nhà phố,7,7,"Bùi Hữu Nghĩa, Phường 2, Bình Thạnh",Đông Nam,3,0,1,KXĐ,KXĐ,2023-01-18,TBT83269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.5,157.14,105.44,173.16,Nhà phố,6,7,"Đinh Bộ Lĩnh, Phường 7, Bình Thạnh",KXĐ,3,0,0,KXĐ,KXĐ,2023-01-19,TBT132424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.25,88.54,48.0,84.0,Nhà phố,2,2,"đường số 40, Hiệp Bình Chánh, Thủ Đức",Đông Bắc,2,0,1,KXĐ,KXĐ,2023-01-18,TTD109623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.7,126.67,45.5,95.7,Nhà phố,2,2,"Trường Sa, Phường 15, Bình Thạnh",Đông Nam,2,0,0,KXĐ,KXĐ,2023-01-18,TBT101081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,195.65,46.5,159.1,Nhà phố,4,5,"Nơ Trang Long, Phường 7, Bình Thạnh",Nam,3,0,2,KXĐ,KXĐ,2023-01-19,TBT83067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.2,180.0,40.0,147.8,Nhà phố,4,3,"Nguyễn Thượng Hiền, Phường 5, Bình Thạnh",Đông Bắc,3,0,0,KXĐ,KXĐ,2023-01-19,TBT77471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.85,135.71,21.0,42.0,Nhà phố,2,2,"Nguyên Hồng, Phường 11, Bình Thạnh",Đông Bắc,2,0,0,KXĐ,KXĐ,2023-01-19,TUN59209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.0,117.02,94.8,198.82,Nhà phố,4,3,"Tỉnh Lộ 43, Bình Chiểu, Thủ Đức",Tây,4,0,1,KXĐ,KXĐ,2023-01-19,TTD115366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.3,112.77,47.0,80.77,Nhà phố,3,2,"Xô Viết Nghệ Tĩnh, Phường 21, Bình Thạnh",Đông Nam,2,0,0,3m,KXĐ,2023-01-19,TBT106733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.1,147.62,21.9,57.1,Nhà phố,2,2,"Nguyễn Lâm, Phường 3, Bình Thạnh",Tây,3,0,0,KXĐ,KXĐ,2023-01-19,TBT94182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.2,72.22,72.8,173.6,Nhà phố,7,7,"Đoàn Văn Bơ, Phường 16, Quận 4",Đông Bắc,2,0,1,KXĐ,KXĐ,2023-01-21,T04116970,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,76.92,52.3,92.2,Nhà phố,3,2,"Kha Vạn Cân, Trường Thọ, Thủ Đức",KXĐ,2,0,0,4m,KXĐ,2023-01-19,TTD118173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.9,98.0,50.0,80.0,Nhà phố,2,2,"Số 8, Linh Trung, Thủ Đức",Bắc,2,0,2,KXĐ,KXĐ,2023-01-19,TTD80765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.15,245.24,21.5,81.3,Nhà phố,3,5,"Hoàng Hoa Thám, Phường 5, Phú Nhuận",Tây Bắc,4,0,2,KXĐ,KXĐ,2023-01-21,TPN132444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.5,63.33,150.0,311.0,Nhà phố,6,4,"Số 385, Tăng Nhơn Phú A, Quận 9",KXĐ,2,0,0,KXĐ,KXĐ,2023-01-19,T0983673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,163.27,49.4,63.5,Nhà phố,4,2,"Nơ Trang Long, Phường 7, Bình Thạnh",Tây,2,0,1,KXĐ,KXĐ,2023-01-19,TBT113211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.25,225.0,10.6,10.6,Nhà phố,1,1,"Cô Giang, Phường 2, Phú Nhuận",Đông Nam,2,0,2,KXĐ,KXĐ,2023-01-21,TPN118802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.1,127.5,40.57,126.7,Nhà phố,4,3,"Nguyễn Văn Công, Phường 3, Gò Vấp",Tây Nam,3,0,2,KXĐ,KXĐ,2023-01-21,TGV134109,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
5.45,139.74,39.0,156.0,Nhà phố,3,4,"Vạn Kiếp, Phường 3, Bình Thạnh",Nam,4,0,2,KXĐ,KXĐ,2023-01-21,TBT136262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.6,76.74,86.0,210.0,Nhà phố,3,3,"Huỳnh Tấn Phát, Bình Thuận, Quận 7",Nam,3,0,2,KXĐ,KXĐ,2023-01-27,T07141637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.85,68.31,71.0,54.6,Nhà phố,4,2,"Số 6, Tăng Nhơn Phú B, Quận 9",Tây Bắc,2,0,2,KXĐ,KXĐ,2023-01-21,T09118759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.5,122.95,61.0,140.0,Nhà phố,3,3,"Trường Chinh, Phường 15, Tân Bình",KXĐ,2,0,0,KXĐ,KXĐ,2023-01-30,TTB101826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.8,120.0,40.5,140.6,Nhà phố,4,3,"Trương Đình Hội, Phường 16, Quận 8",Bắc,3,2,1,KXĐ,KXĐ,2023-01-27,T08130623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,216.22,37.0,147.3,Nhà phố,3,5,"Trần Kế Xương, Phường 7, Phú Nhuận",KXĐ,4,0,0,KXĐ,KXĐ,2023-01-30,TPN76992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.8,90.67,75.0,77.8,Nhà phố,1,1,"Đường số 9, Phường 4, Quận 8",KXĐ,1,0,2,KXĐ,KXĐ,2023-01-30,T0892951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,290.32,31.9,113.5,Nhà phố,4,3,"Đội Cung, Phường 8, Quận 11",KXĐ,3,0,2,KXĐ,KXĐ,2023-01-30,T11117134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.95,203.41,44.5,108.8,Nhà phố,3,2,"Thích Quảng Đức, Phường 4, Phú Nhuận",KXĐ,3,0,2,KXĐ,KXĐ,2023-01-30,TPN119704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.0,424.24,33.2,134.3,Nhà phố,6,3,"3 Tháng 2, Phường 6, Quận 11",Tây,4,0,0,KXĐ,KXĐ,2023-01-30,T1055841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.9,185.4,75.0,197.0,Nhà phố,3,3,"Bình Lợi, Phường 13, Bình Thạnh",Nam,3,0,0,KXĐ,KXĐ,2023-01-30,TBT75723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.5,136.36,33.0,56.0,Nhà phố,2,2,"Bạch Đằng, Phường 2, Bình Thạnh",Đông Bắc,2,0,2,KXĐ,KXĐ,2023-01-31,TBT117979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.0,439.02,41.4,266.2,Nhà phố,5,7,"Hoàng Hoa Thám, Phường 6, Bình Thạnh",Đông Bắc,5,0,0,KXĐ,KXĐ,2023-01-31,TBT117932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.0,194.44,36.0,114.0,Nhà phố,3,2,"Nguyễn Thị Tần, Phường 2, Quận 8",Đông,2,0,1,KXĐ,KXĐ,2023-01-30,T0864109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,136.99,73.2,179.7,Nhà phố,4,3,"Quốc lộ 13, Phường 26, Bình Thạnh",Đông Bắc,3,0,2,KXĐ,KXĐ,2023-01-31,TBT97883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.5,70.31,64.3,128.6,Nhà phố,2,2,"Liên Khu 2-10, Bình Hưng Hòa B, Bình Tân",Đông Nam,2,2,1,KXĐ,KXĐ,2023-01-30,TTA72470,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.3,85.19,27.4,50.0,Nhà phố,3,1,"Lê Thị Hoa, Bình Chiểu, Thủ Đức",Tây Nam,2,0,0,KXĐ,KXĐ,2023-01-31,TTD104857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.09,76.66,262.8,729.1,Nhà phố,10,10,"Đường Số 61, Phước Long B, Quận 9",Đông,3,0,1,KXĐ,KXĐ,2023-01-31,T09100183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.05,50.62,80.0,67.0,Nhà phố,1,1,"Bình Chiểu, Bình Chiểu, Thủ Đức",Đông Bắc,1,0,0,KXĐ,KXĐ,2023-01-31,TTD80579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.85,146.97,33.4,66.8,Nhà phố,2,2,"Xô Viết Nghệ Tĩnh, Phường 26, Bình Thạnh",KXĐ,2,0,0,KXĐ,KXĐ,2023-02-01,TBT136137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,134.33,67.4,219.0,Nhà phố,3,3,"Lê Quang Định, Phường 11, Bình Thạnh",Tây Nam,3,0,0,KXĐ,KXĐ,2023-02-01,TBT100719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.2,75.79,95.0,50.0,Nhà phố,4,4,"Phạm Văn Đồng, Phường 11, Bình Thạnh",KXĐ,1,0,0,KXĐ,KXĐ,2023-01-31,TUN59552,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.8,105.41,74.0,74.0,Nhà phố,2,2,"Đường G, Tam Bình, Thủ Đức",KXĐ,1,0,0,KXĐ,KXĐ,2023-01-31,TTD107757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.0,224.14,58.93,126.6,Nhà phố,5,3,"Lê Văn Sỹ, Phường 13, Quận 3",Bắc,2,0,0,KXĐ,KXĐ,2023-02-01,T03110385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.5,164.06,64.8,117.1,Nhà phố,3,3,"Trần Văn Đang, Phường 11, Quận 3",Bắc,2,0,2,6m,KXĐ,2023-02-01,T0379768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.7,188.0,25.2,41.6,Nhà phố,1,2,"Cách Mạng Tháng 8, Phường 10, Quận 3",Tây Nam,2,0,0,KXĐ,KXĐ,2023-02-01,T0396189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.0,307.69,39.4,186.6,Nhà phố,7,4,"Nguyễn Thiện Thuật, Phường 1, Quận 3",Tây,5,0,0,KXĐ,KXĐ,2023-02-01,TUN57451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.0,177.78,90.8,54.67,Nhà phố,4,4,"Xô Viết Nghệ Tĩnh, Phường 21, Bình Thạnh",Nam,1,0,1,KXĐ,KXĐ,2023-02-01,TBT109345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.2,414.81,27.9,84.9,Nhà phố,2,3,"Vườn Chuối, Phường 4, Quận 3",Tây Nam,3,0,0,KXĐ,KXĐ,2023-02-02,T03102094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.9,92.25,64.05,167.79,Nhà phố,3,3,"Số 3, Phường 9, Gò Vấp",Tây Nam,1,0,1,4m,KXĐ,2023-02-01,TGV142304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.2,86.67,60.0,124.4,Nhà phố,3,3,"Số 36, Hiệp Bình Chánh, Thủ Đức",Đông,3,0,2,KXĐ,KXĐ,2023-02-01,TTD76131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.2,218.18,33.0,121.0,Nhà phố,4,4,"Nguyễn Đình Chiểu, Phường 1, Quận 3",KXĐ,5,0,0,KXĐ,KXĐ,2023-02-02,T03116640,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.8,113.33,60.0,105.3,Nhà phố,2,2,"Lê Văn Sỹ, Phường 12, Quận 3",Đông,1,0,0,KXĐ,KXĐ,2023-02-02,T0389311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.3,143.33,30.4,50.2,Nhà phố,2,2,"Lê Văn Sỹ, Phường 12, Quận 3",KXĐ,2,0,0,KXĐ,KXĐ,2023-02-02,TTB103384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.1,59.62,52.6,52.6,Nhà phố,1,1,"Số 1, Linh Xuân, Thủ Đức",Tây Nam,1,0,0,KXĐ,KXĐ,2023-02-01,TTD108832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,222.22,27.0,82.2,Nhà phố,3,2,"Nam Kỳ Khởi Nghĩa, Phường 7, Quận 3",KXĐ,4,0,0,KXĐ,KXĐ,2023-02-02,T03104271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.85,66.28,43.9,43.9,Nhà phố,1,1,"Hiệp Thành 45, Hiệp Thành, Quận 12",KXĐ,1,0,2,KXĐ,KXĐ,2023-02-02,T12112507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.65,86.11,54.5,130.0,Nhà phố,4,3,"Trần Văn Đang, Phường 11, Quận 3",Đông Bắc,2,0,0,KXĐ,KXĐ,2023-02-02,T03118023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.0,200.0,55.0,160.0,Nhà phố,5,6,"Nguyễn Đỗ Cung, Tây Thạnh, Tân Phú",KXĐ,5,0,2,KXĐ,KXĐ,2023-02-02,TTP112571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.6,460.0,10.7,21.4,Nhà phố,2,2,"Hoàng Văn Thụ, Phường 9, Phú Nhuận",KXĐ,2,0,2,KXĐ,KXĐ,2023-02-02,TPN112856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.5,250.0,50.0,166.0,Nhà phố,4,3,"Cách Mạng Tháng 8, Phường 10, Quận 3",Bắc,4,0,0,KXĐ,KXĐ,2023-02-02,T0382351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.85,219.23,13.0,39.0,Nhà phố,2,1,"Nguyễn Thị Minh Khai, Phường 5, Quận 3",KXĐ,3,0,0,KXĐ,KXĐ,2023-02-02,T0380516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,183.67,49.2,72.2,Nhà phố,2,2,"Nguyễn Đình Chính, Phường 15, Phú Nhuận",KXĐ,2,0,2,KXĐ,KXĐ,2023-02-02,TPN112859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.5,273.44,64.0,239.0,Nhà phố,5,4,"Tân Hưng, Phường 12, Quận 5",KXĐ,4,0,0,KXĐ,KXĐ,2022-12-15,T05103320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.3,187.18,39.7,103.7,Nhà phố,4,2,"Trần Phú, Phường 7, Quận 5",Đông Nam,3,0,0,4.5m,KXĐ,2022-12-15,T05107604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.2,80.0,40.5,78.2,Nhà phố,2,2,"Trần Đại Nghĩa, Tân Tạo A, Bình Tân",KXĐ,2,0,2,KXĐ,KXĐ,2022-12-16,TTA107264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.5,97.22,36.0,36.0,Nhà phố,2,2,"Huỳnh Tấn Phát, Phú Xuân, Nhà Bè",Đông,2,0,2,KXĐ,KXĐ,2022-12-21,TNB141784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.3,359.46,37.9,110.0,Nhà phố,2,2,"Lê Đại Hành, Phường 7, Quận 11",KXĐ,2,0,0,KXĐ,KXĐ,2022-12-07,T11107952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.0,130.0,100.0,400.0,Nhà phố,4,4,"Số 13A, Bình Trị Đông B, Bình Tân",Đông Nam,4,0,1,KXĐ,KXĐ,2022-12-16,TTA80648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.8,268.97,29.8,59.6,Nhà phố,5,3,"Xóm Đất, Phường 8, Quận 11",Bắc,4,0,1,4m,KXĐ,2022-12-07,T11106108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,92.59,108.1,286.3,Nhà phố,4,5,"Nguyễn Cửu Phú, Tân Tạo A, Bình Tân",KXĐ,4,0,2,KXĐ,KXĐ,2022-12-05,TTA79355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.8,130.77,52.4,89.8,Nhà phố,4,3,"Phan Văn Trị, Phường 7, Quận 5",KXĐ,2,0,0,KXĐ,KXĐ,2022-12-07,T0586383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.7,139.02,41.0,120.0,Nhà phố,3,4,"Trần Thái Tông, Phường 15, Tân Bình",Tây Nam,2,0,0,KXĐ,KXĐ,2022-12-01,TTB103785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.1,128.12,32.6,96.8,Nhà phố,4,3,"Số 14A, Bình Hưng Hòa A, Bình Tân",Tây Nam,3,0,0,KXĐ,KXĐ,2022-12-02,TTA104578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
